label,Anatomy,,,Random_Trees,,,Spectral,,,t-SNE,,,IsomapClustering,Random_TreesClustering,SpectralClustering,t-SNEClustering,LouvainClustering
6264,-5.5744033447101895,-2.632678341489778,-12.951629239601617,13.863325003249944,-0.06180884140479915,0.056583721569028494,6.600078052858579e-20,3.747834630519806e-20,3.547173131970719e-17,-0.33445936,2.3619153,6.2022915,3,2,1,2,4
1367,-23.6388533135541,-10.749155571324483,-60.43719131683352,13.37514737508677,-0.19099578014862764,-0.6608536911837933,1.185759347880407e-19,6.555596809329513e-20,5.705220177010334e-17,-2.44622,11.1114855,5.2217903,3,2,1,2,3
2135,-4.468937075078391,-2.256318188798788,-10.192622039295037,13.861170301586943,-0.07069456245205819,-0.30596874474176394,2.4991035747527253e+139,-5.079344394263074e+139,-1.9089409229657636e+142,-1.0949044,1.4719515,22.099234,1,2,1,2,4
831,-35.041246940579256,82.53953442876596,-96.53469844147438,13.726545806368955,-0.05556298582106079,-0.686210944358766,1.8757304006222137e-20,7.885757386038215e-21,2.4548030729263508e-17,9.495696,-9.227966,-2.5366597,3,2,2,1,6
3948,-18.13424498950714,55.30845021696491,-37.61184181838815,13.723741065759144,-0.046950077719494616,0.3062352935222822,-7.653875324855274e-20,-6.069111717231499e-20,-4.1851594577348364e-17,-0.20142065,-12.803167,-4.31621,3,2,2,2,2
3565,-8.378882906775354,-3.6029215455552115,-20.06698831300418,13.865551192472099,0.013209235413146982,0.5836477948671486,3.2827756363017627e-21,4.74218425230047e-21,2.014522375771982e-17,-3.7709045,-2.7465987,-8.049681,3,2,2,1,2
895,-24.12751604428545,35.87309053218008,-59.65866327651754,13.514616378824677,-0.004022164528651798,0.6092555538635375,3.33865681637648e-20,3.669262981419841e-20,1.0918282578839799e-17,0.1453128,-0.20331971,8.892837,3,2,1,1,2
5902,-5.368617335782168,-2.562372814167722,-12.436227729310422,13.791054861266216,0.025835391965135464,0.4883403618327713,-1.194680091140708e-21,-1.0341007377000704e-19,-6.863380208673919e-17,-5.747801,-2.938024,-1.1783599,3,2,1,1,4
4359,-10.583116335732576,-4.449297382391059,-26.42461818171872,13.78759282106582,-0.09560364284324169,0.10410272524328754,5.0211806025139894e-20,2.896090644487117e-20,1.6407995574667822e-17,6.7352085,4.929257,-2.3778205,3,2,2,1,4
5853,-10.644680976393152,-4.40497679871098,-25.956682754037836,13.861068746277768,-0.057099016442488444,-0.11044514444676515,3.129455049879852e-19,-3.994139972572012e-20,6.624588263661884e-17,-3.0941083,7.4396615,0.83038783,2,2,2,2,6
5644,-2.970774989128066,-1.7511513357370168,-6.488920383218192,14.002263564085828,0.3933032231467552,-0.2674708385351723,-1.7632774410480696e+110,2.9616814060364498e+110,1.4850131779349468e+113,2.265149,13.626608,16.013105,3,2,1,1,6
2826,-22.641630500760545,-9.000372318170083,-60.035440422714906,13.513193038160011,1.8567188934706,-0.24001468321916827,-9.976330752384489e-21,-8.743450930288012e-20,-2.5753283093862273e-17,-2.220171,-7.0172048,5.4035864,2,2,2,2,2
2435,1.2945387409680258,-0.3387330297421726,3.8799989133319155,14.00014271515146,-0.09190342263902923,0.0006838621264579486,-9.964286732823737e+40,-2.445794587063577e+40,-3.9931844677880785e+43,5.2064323,-3.4323308,3.6972222,3,2,1,1,6
2510,-9.443402669627863,-3.9775842839605517,-22.817037040127897,13.650768590388697,-0.08825734906616076,-0.18803453381078497,1.1830827117558543e-20,2.4265768393762442e-20,5.056499956722424e-17,15.768297,-0.70149136,-9.537534,3,2,2,15,5
5703,-3.340036868438412,-1.8751679825921748,-7.398274549672216,13.998105216617567,-0.0809540428335409,-0.0917588854119418,-5.8166533286927456e+116,-3.1393446405927972e+116,-3.326647824980579e+119,19.589584,-0.21827018,-5.748748,3,2,2,1,3
4666,-11.63830867556619,-4.762367007556525,-28.584632296737457,13.863752337982543,-0.03726688108500832,-0.10480686570616074,3.1486970767750134e-20,1.2911157875621641e-20,1.8231320224753475e-17,-4.2466507,-6.564902,-7.2025146,3,2,1,2,3
3919,-19.359759207825277,-7.676817270441927,-50.143767092671915,13.645893818346593,-0.16366799050652187,-0.30132865672729436,4.252471588301009e-20,5.972524364991939e-20,3.608362613886219e-18,2.1579115,1.4338152,6.685409,3,2,2,2,3
141,-10.917398818683935,-4.502711359113521,-26.675093071004707,13.856400109798022,-0.14357142187527855,-0.15251430299414045,1.6361298433135803e-19,1.2270859319718196e-19,8.834246669374237e-17,-0.11854611,-5.5139203,2.087912,1,2,2,1,6
6457,-9.408288660216307,-3.965165913682397,-22.72585466860267,14.001889767790379,-0.050563761763186006,-0.104910023091808,-2.7928331607133557e-20,-1.267944868088618e-19,-1.161397935225143e-16,7.078254,-4.1093974,-2.774366,1,2,2,1,6
226,-20.433141287859936,-8.103600346271445,-53.32540788254097,13.653388034818908,-0.00737956920913653,-0.2534428914861916,2.0449733256556692e-20,1.8553966351839855e-19,8.877576831122187e-17,0.19868487,-11.467093,19.373592,3,2,2,1,3
1059,-48.73660316346785,47.86791339127935,-187.92435600931645,13.584932421015012,0.023438291171798582,0.6349328724606252,-4.205241585498848e-20,8.994230981983146e-20,4.624841973111393e-17,15.128834,-4.702411,-5.9934964,3,2,1,1,2
1187,-10.316192747997507,-4.2876074698341835,-25.09417547039892,13.932324017685833,-0.02951815850543646,-0.047665806701892105,-6.015237420105971e-20,2.875049544736508e-20,2.7018592965572327e-17,-9.4094715,5.5344906,12.755872,3,2,1,1,6
5983,-2.89441268401365,-1.725543887936185,-6.301140975169714,13.861495729890212,-0.11126061275048585,0.2685658789546175,9.789830401801135e+107,7.878284172596086e+107,4.683918316815892e+110,9.729129,-1.9812895,3.9380846,3,2,2,2,2
2380,-4.085145412647825,-2.1263897010641726,-9.240123971119523,13.72407704842603,2.2007925216130158,-0.5534841981690656,-3.6973450062719006e+131,8.173994155698542e+131,5.960085942452306e+134,21.287493,5.485758,4.1272297,3,2,2,1,3
131,5.414739430282697,121.10750651984519,-39.75934558230695,13.64974364168904,-0.018600626517013025,0.14963410677198855,1.515396105389861e-20,5.063776739581379e-20,1.4575013460409275e-17,7.2965355,-10.7277975,-5.337948,3,2,1,1,4
3514,-11.620646398012235,-4.793460371741844,-28.640675326477343,13.379724250579025,0.9447608419596347,-0.6130381652779044,2.723460711948279e-20,-8.892933497156953e-20,-7.054186654862842e-17,-4.163587,11.822498,7.9124026,3,2,2,1,6
7409,1.5356335419549667,-117.14142201414748,707.5224392716333,13.86076017465201,-0.014510973291010892,0.20799809838630995,4.154820610463611e-20,8.063299873322367e-20,3.468252670122805e-17,-0.8302926,-8.174254,10.657546,3,2,2,1,2
5897,4.314788847634208,0.3841358658999679,9.416195277031878,14.14056231605087,-0.07876968735369544,-0.059015124206935915,-891.4874133814218,-3787.14811087121,-3734074.746998374,7.655737,-14.523717,-2.491484,2,2,2,2,4
4382,-7.492728616954802,-3.2938053265870195,-17.799289148316,13.8615569118358,-0.04774908171131265,-0.006670493891874782,-5.292748933718608e-21,4.9566710726218545e-20,1.4058066610707435e-17,13.26014,2.2944238,-18.213127,3,2,2,1,4
2990,-3.723206130752404,-2.004191565211372,-8.344252746902448,13.858931784097093,-0.09300614429291187,-0.1090727173550621,1.071296205695993e+124,8.406705360262255e+123,4.188844469709473e+126,12.604846,-10.220912,-15.658874,1,2,2,12,6
2407,-1.9149499558590437,-1.3982260862285427,-3.9004497800878877,14.000704455528185,-0.09543865069149804,-0.0450793280221293,9.536427571073976e+90,-2.2983241578499757e+91,-4.374862744195351e+92,4.1490984,0.50111383,0.26635644,2,2,2,2,3
2139,-11.978929231000937,-4.885720735183574,-29.492282151175043,14.069104622047773,-0.09115977365748257,-0.06853748497021564,1.37305362887951e-20,-8.278419562090913e-20,-4.168367061644266e-17,12.123048,-7.495756,17.388914,3,2,1,1,6
2193,-5.085940458969228,-2.4659831013835527,-11.729618024319295,13.791623685011318,-0.05621605717463841,-0.15302841580217905,1.5638285653496993e-19,1.0361502509565332e-19,4.706879200723635e-17,17.912104,-7.3212376,-0.06430407,3,2,2,1,5
5136,2.7077230341244194,0.12254229727775164,7.274317648042603,13.93206073399025,-0.049598611498266505,-0.2501622064158283,-9.288787663740817e+22,-2.7825112372810507e+23,-1.819813081847195e+26,-1.2577101,3.6728215,2.3074245,2,2,2,2,3
2702,-12.101466798103852,-38.820808305928956,50.627957831847446,13.510184978988729,-0.009740942305888081,0.6786981414454445,4.236510724329012e-20,4.9922638570832833e-20,1.0977482676105406e-17,-6.567691,-6.541731,-6.0880947,3,2,2,1,2
2145,-22.168973919883744,-7.483391314786111,-63.380265455685695,13.442336305471287,-0.1281325994128925,-0.42534209755018326,-6.88811474617876e-20,9.584168081677467e-20,4.105508912375438e-17,6.9251275,1.6672287,-10.662494,2,2,2,2,3
4261,-32.13448579611973,-15.897466568546488,-87.60196986694095,13.306879593359099,2.4000485174856863,-0.2965484707719598,-3.1614714561479904e-20,6.809836821752141e-20,5.784309848733491e-17,1.125978,13.085175,1.674615,3,2,1,1,4
2301,-11.135230807977058,-4.580969044938717,-27.25046751950565,13.725403401360788,-0.041855374283192644,-0.5678213633007212,-6.059132873740575e-20,7.179545124617866e-20,2.498224094792845e-17,2.4597216,7.0224605,8.983388,3,2,1,1,3
96,-24.051020902706107,-10.997811676592159,-52.4109877520128,13.857214603860506,-0.11624048647539303,-0.2359246679701509,-6.355880836181208e-20,-9.901835394419851e-20,-7.42440976504719e-17,-11.672286,-6.6869535,-6.9391217,3,2,2,1,3
2219,-7.448330393432879,-3.278381862582424,-17.686165418915525,13.862274898059034,-0.06232886151266371,-0.33048802892198803,-9.442196845846487e-20,-4.093903554052163e-20,-1.4527498841137374e-17,16.420866,-10.361801,7.3293033,3,2,1,1,6
5345,-2.5063069396308464,-1.5955972412258108,-5.348167085031961,14.000637576804111,0.4057684924053175,-0.1935171193937101,1.391872718685445e+100,-1.2010767086144205e+101,-2.0420242074596036e+103,-8.81846,15.748082,14.666465,3,2,2,1,3
740,-13.588802725485538,-0.9614837230913135,-35.58620872492907,13.79624731013774,-0.0629114050048124,-0.03490181823157799,-1.4765936717233352e-19,-2.646468861811795e-21,-3.215980897254205e-17,-8.026659,-5.417426,-7.841585,1,2,1,1,3
971,-22.793000888532877,-9.062788870417382,-60.5037685171548,13.866353319229278,0.08083452381231515,0.30716896681435324,1.7898848075572122e-19,7.237357525664935e-21,2.138120394307296e-17,-16.019854,-2.744391,-10.811301,3,2,1,1,2
2691,-13.708459570123761,-5.518957034338244,-34.1572946572247,13.726108952189383,-0.02228862443455723,0.45254369418923024,-1.581000937378636e-20,-2.0512755017455368e-20,-1.3443856698747848e-17,-1.375391,1.2795283,-5.999967,3,2,2,2,5
2967,-57.40260653127944,-35.52407615309973,-208.00112755228,13.514868263222061,-0.01487964840645048,0.5366227468777768,-1.0536111072276464e-19,-1.3960114574398236e-19,-9.134891950096422e-17,5.7009425,-7.980999,8.412926,3,2,2,1,2
5520,-11.646764946335022,-4.067617416810999,-29.807975831254836,14.070948356308508,-0.06853563216378894,0.053535317097388846,1.7650508836234912e-21,5.39916582916901e-20,2.5621951008307807e-17,0.24069335,9.934068,-8.319318,3,2,2,1,6
344,-0.4311469264856403,-0.9061072918335716,-0.288791326421167,13.859915593607449,-0.12348988017457227,0.04291997806411792,3.923010966274341e+66,-3.6549874053088594e+66,-2.5573636109408268e+69,-13.435089,-11.152236,3.4914541,3,2,2,2,3
3026,12.004037421445638,-8.442864967781935,-38.4493720306488,13.723560545493298,-0.010561468767597906,0.3141929102791142,-8.074704147251465e-20,1.808887124701789e-19,2.9753277228120905e-17,9.439151,-8.608745,3.1966813,3,2,1,1,4
7538,-5.722875744558345,-2.683474501865654,-13.324016667991579,13.78926323195011,-0.07848719543729143,0.06301220387791759,3.7470725656650595e-20,1.9911904682198664e-19,4.0904523313253787e-17,7.0600967,6.1084466,3.8422346,3,2,2,2,3
1509,-0.49198990797844505,-0.9262041662072855,-0.4363485539116712,13.999343616230025,-0.11460523077085416,-0.194888551707896,4.194918753155659e+67,2.531071012196101e+67,2.211968294086334e+69,21.8295,-3.0150511,2.6967628,3,2,2,2,6
1872,-15.33613675623,-6.280210143767511,-38.590269815233405,13.860519249877624,-0.06792437204488061,-0.04530972422083432,2.2708991642301635e-20,1.6359157777996282e-20,3.092858661316354e-17,3.1941233,-13.692503,5.7495017,3,2,1,1,6
4868,-1.0179290353289325,-25.55130950162316,28.51679952650506,13.790683109571575,-0.1036778265366648,0.18696355023287625,-1.0843747113839476e-22,-2.3321565100802343e-22,-4.94862269876922e-20,10.540127,-5.010661,4.000763,3,2,2,1,2
4195,4.698163652237084,3.0280943971089003,6.455293777344242,14.14056231605087,-0.07876968735369544,-0.059015124206935915,6412769740.288502,16147853871.6239,20492714915869.312,-2.3645694,11.399539,0.8884688,3,2,1,1,3
4092,-28.19002067864113,-11.479792228510592,-78.20057189112042,13.515140102520824,-0.08435307889851729,-0.6286426930574632,-2.538247342989206e-20,-6.098259720777549e-21,-1.8427128462769104e-17,9.673563,7.9606385,-2.2564886,3,2,2,1,3
4672,-68.55217692213266,-395.1192995452264,2963.1266996783856,13.652807296653565,0.017898149816783095,0.6430436830546551,3.066522103292465e-21,6.6506254549612255e-21,6.620801628773635e-18,-1.7623272,-8.5333395,10.228624,3,2,1,1,2
5056,-14.419457951726036,-5.485285587309549,-36.70056515054147,13.793708982770733,-0.04792368616208748,0.261228078013806,2.1638123592251105e-20,6.457989593576632e-20,3.022691594713234e-17,7.397714,10.643823,-1.9181482,1,2,2,1,5
3767,-16.33383996140617,-6.503621988832174,-41.43305819456783,13.232111605391976,-0.12371292775747761,-0.6845709057435013,1.0910175593610809e-20,4.5040078388213194e-20,5.908564298493337e-18,4.159721,6.3532324,-1.1204257,3,2,2,1,3
3662,-24.450310860348598,-78.33040652324426,472.9183020185482,13.583003510388219,0.18724715747568915,0.7872816245344854,1.1854024381001155e-19,6.533413482541357e-20,5.4404396200616374e-17,-1.6846555,-8.743914,10.039368,1,2,2,4,2
1516,-13.422111402992087,-5.413300352099647,-33.378234043699706,13.510664212232737,-0.14382451329249216,0.4023059220672558,-1.0186273494802613e-20,-1.4177590428740207e-20,-9.735714020234888e-18,20.500374,8.14738,0.43414262,2,2,2,2,5
6246,-2.1128881048478876,-1.4642071680843802,-4.384462632243183,14.001239202244205,-0.0582774061657776,-0.1678820206470875,4.856560917037526e+91,-9.164729582833498e+92,-1.0201111822483062e+96,3.2120557,2.8071787,-0.6065552,3,2,2,1,4
5253,42.718331557476354,-5.966942893009812,-53.75998411120543,14.00052281256625,-0.05699511656654139,0.0710070108248537,1.9491779999709934e-20,-6.756330439470317e-20,-8.837776265237592e-18,-3.6191545,4.3200274,12.791712,3,2,2,1,4
1714,-2.660467252871075,-1.6471736839958735,-5.726422730483989,14.06981697928345,-0.0841231285544542,-0.03464323110468012,-1.16604558067365e+104,4.7536245273416346e+104,1.4554612567283725e+107,9.323652,-15.141221,13.6478405,3,2,2,1,6
7750,-13.561660507140573,-5.4647498748992325,-33.75756098489459,13.51670305300059,0.08397959184679021,0.27561663650458657,-3.2972506537734902e-22,-1.3604183625901019e-19,-7.268582750934849e-17,8.484588,-16.634287,-7.5777774,3,2,1,2,4
4211,-12.55301411434704,-5.5426109851145,-30.77937294481546,13.724759008313384,0.027475563003793925,0.16336608567915115,-8.824411819632792e-20,1.1833573654847744e-19,5.5199204520715247e-17,-0.98289543,-2.2004395,-13.708922,3,2,1,1,4
7724,-6.094040210568924,-5.024235286835929,-0.7051662958512254,13.651652354922113,0.34208119991139146,-0.05383115113265449,8.332699961815098e-21,-2.2297236348498135e-20,-1.8328311930059424e-17,-7.388947,-3.0411496,11.8221855,3,2,2,1,6
4826,10.139122490089678,-58.60869391681408,11.525561921441174,13.309612439564244,0.13992424503467116,1.3007919167035442,3.765644501241348e-20,-9.441681312470667e-20,-3.345555306362172e-17,6.0497994,-11.844165,-2.032982,3,2,2,1,2
3615,-13.443886173272636,-5.421323212439665,-33.437380435159824,14.071935945650266,-0.06644482852167838,0.16251723680729926,-8.690040895362716e-20,-5.375984947677754e-20,-7.798201758160137e-17,7.1389737,-1.6928928,2.1333473,3,2,1,2,4
4924,-6.416444989754361,-2.921573213144944,-15.069638577810819,13.792795167636505,0.8607393214016987,-0.40397582762169604,1.1731525866349164e-19,5.1173697751928693e-20,1.5130651121972816e-17,5.213886,-4.8836865,0.0925348,3,2,1,1,6
5721,10.427733208579413,-52.41427364496097,49.59399879756888,13.378351182934797,0.146178416833741,1.2226585600895818,-1.9209676503339263e-20,-3.678618203766814e-20,-4.597978390360429e-17,5.760868,-1.4914303,10.191591,3,2,2,2,2
2223,-6.348127960296633,-2.898060061805677,-14.8972410413715,13.857579345750699,-0.1373950819002056,-0.1661792998334264,1.1202111639726046e-19,-1.8682267738295655e-19,-1.208438425509846e-16,0.5441289,8.338863,0.13160923,3,2,2,1,3
4446,-26.429664882793226,58.58150092610689,-48.926599140384425,13.721504864277817,0.0348744008057671,0.40795377459722626,-7.26986658488888e-21,-2.290755715729319e-20,-9.949834317340897e-18,-1.35643,-10.730174,6.124556,3,2,2,1,3
6071,3.4455045195810845,0.3623487678216072,9.04112095615332,14.14056231605087,-0.07876968735369544,-0.059015124206935915,673934214837961.6,-2705561072168439.0,-1.7648092138643075e+18,15.332957,6.345598,-10.579432,2,2,2,2,6
2596,-10.081702495704103,-4.213383314836179,-24.38651763318308,13.649667108227375,0.3636855685802822,-0.3963428087629812,-2.717362734641907e-21,-2.3070808640265152e-20,-9.12842941641515e-18,7.567138,7.843095,-10.849531,3,2,1,2,6
7268,-10.92305484221256,-4.5047411525255665,-26.690015236733018,13.725456401371337,0.07321060343835359,0.3260547762015231,-4.924142109534684e-21,-5.0099755262077196e-20,-1.922715317776192e-17,-4.537718,0.40731895,9.487417,2,2,2,2,4
4602,-12.401326162771811,-5.039299035131973,-30.622799129649792,14.001292599795159,-0.06325782502560245,0.12747928594933394,2.0905480234115386e-20,2.3002733603212937e-20,1.4331111851640088e-17,7.2514386,-0.8967473,-3.7504907,3,2,2,2,4
