label,Iso-map,,,RandomTrees,,,t_SNE,,,IsomapClustering,Random_TreesClustering,t-SNEClustering,LouvainClustering
30,330.38554,9907.39102,-5334.26572,13.65618,-0.0636,-0.83659,3.71926,-1.68655,17.77144,1,2,2,2
31,17722.50789,14111.10304,5634.6913,11.00324,4.27187,-1.19978,3.37632,-13.44144,15.51812,1,1,2,5
32,-285.78235,-23.94878,-158.01663,13.84347,-0.63415,-0.55224,-2.02181,7.56106,-9.52754,1,2,2,6
33,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,3.74818,-1.4246,1.15448,2,2,2,1
34,-6398.13937,-7858.4412,-12629.38482,11.86734,2.06184,-0.67578,-17.59519,-4.75208,-9.26476,1,1,2,6
35,-5038.55261,-50.40742,3516.63562,11.55743,-0.67099,4.43827,8.22044,12.15079,-10.19405,1,1,2,3
36,-3200.11108,-1170.00766,-2282.86604,12.76528,0.46456,-0.26829,-15.32731,-6.00687,4.46433,1,1,2,6
37,-123.28594,-20.28209,-30.3449,13.63233,-0.93955,-0.15636,-2.25971,-4.30797,-11.51178,1,2,2,4
38,-3372.52144,-1855.12896,-4856.03257,12.57356,0.72988,-0.67451,-18.29582,1.92923,-14.7155,1,1,2,6
39,-3236.90476,-97.00335,2629.49442,12.42281,-0.50798,2.27613,15.47379,-7.09596,-5.79829,1,1,4,3
40,-199.38437,-12.22259,-76.91463,13.56458,-0.22385,0.64484,3.04323,0.44654,-3.15072,1,1,2,3
41,233.28469,-51.6692,68.35971,13.82827,-0.79954,-0.59476,6.81335,-20.87378,6.52738,1,2,1,3
42,-474.64834,14.31709,-181.17638,13.3997,-0.13412,-0.41701,20.33753,-16.51616,-2.05505,1,2,1,3
43,-1178.30483,-0.35103,-32.23359,13.47821,0.23349,-0.04737,-0.08858,-4.39041,-20.00166,1,1,1,4
44,-828.50735,-233.85442,-566.67738,13.28646,-0.43945,-0.78997,-8.90822,-13.8052,-5.03095,1,1,2,6
45,-2890.05813,5.30883,356.53111,12.4144,-0.21762,2.54782,1.01221,-12.63331,-12.11702,1,1,2,3
46,-141.42781,-16.74467,-63.70262,13.44421,-0.62377,-0.45228,10.9417,21.43575,5.54264,1,2,1,4
47,-568.25479,25.10948,-216.00965,13.642,-0.69859,-0.14221,-10.80852,-7.33106,-2.91124,1,2,2,3
48,-4788.05724,247.1687,3006.30532,12.42845,0.30557,0.84836,12.90333,0.6285,6.23216,1,1,2,2
49,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
50,-248.87232,-7.90625,-86.1554,13.68143,-0.28192,0.09804,0.65111,-12.47137,-12.14422,1,1,2,3
51,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
52,59.36258,-62.93057,-20.43966,13.34373,0.06767,-0.59049,0.73321,4.65484,-6.21514,1,1,2,6
53,-6664.20218,-702.8508,10374.49281,12.48394,-0.74139,2.42203,12.90574,6.5712,-14.23621,1,1,2,3
54,7162.59358,-10615.22045,-2119.14801,13.06951,0.5594,-1.02843,-12.7756,-16.2155,7.29452,1,1,2,5
55,222.26682,-50.64234,64.47705,13.86524,-0.38063,-0.48985,12.68123,-4.5654,-19.50388,1,1,1,6
56,-1371.03061,-78.99528,-829.98994,12.5821,0.28841,0.33868,-15.04827,9.11049,3.56326,1,1,2,6
57,-5063.14134,270.34989,-1099.28298,12.49723,0.05862,0.33494,0.02567,15.83074,-11.73706,1,1,2,2
58,12302.42232,-2690.64882,-1179.79387,12.53626,3.52697,-0.93551,-11.66214,-14.23945,-2.59531,1,1,2,5
59,-792.82053,-3049.10521,-1873.08744,11.82759,1.45176,0.66672,-14.4728,-3.03998,13.53653,1,1,2,5
60,-1046.74687,-658.88845,-1058.29388,13.08869,-0.46258,-0.51916,-16.22425,1.33843,1.20574,1,1,2,6
61,-50.06442,-37.52632,-17.9307,13.95049,-0.89372,-0.71593,15.92975,6.16928,12.08636,1,2,3,4
62,-1136.49648,-19.11706,643.85349,13.09629,-0.89801,1.93853,11.16295,-3.9954,-3.43151,1,1,2,3
63,-3787.39681,-174.16202,3614.74742,12.71764,-0.56035,2.72235,14.5251,-7.07754,-6.78634,1,1,4,3
64,21.66028,-31.95122,-6.23233,13.66143,-0.62727,0.13725,5.62988,-6.37686,8.70516,1,1,2,4
65,1220.10271,18031.61141,-10541.16636,11.47218,3.43634,0.79846,3.28368,-3.25723,19.41099,1,1,2,2
66,-952.86685,58.97932,-350.4025,13.34137,-0.43282,-0.01023,-15.5676,3.72423,14.54629,1,2,1,4
67,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
68,-2565.95808,-2482.38683,-4706.67003,13.0402,0.01106,0.4599,-17.30959,-1.76735,-5.49173,1,1,2,6
69,19223.95343,-7636.71371,-3616.04111,10.65841,4.63117,1.4689,-7.93717,-9.30234,13.71317,1,1,2,5
70,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
71,47.84464,-49.16371,208.22409,13.69303,-0.84635,-0.35857,16.78021,-2.38802,-16.52652,1,2,1,3
72,-7029.40815,46.07999,-2107.40519,11.74187,0.48912,0.67874,-0.13148,20.72919,-9.7351,1,1,2,2
73,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
74,-3461.06843,356.00394,-1424.2246,11.84437,0.78961,1.16807,1.08984,9.43033,17.17191,1,1,2,4
75,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
76,-871.6528,58.57576,-327.05974,13.46172,-0.14265,-0.41875,5.44821,-6.79926,5.5485,1,2,2,2
77,-605.57252,9.06769,-43.0834,13.38307,-0.87396,0.79657,14.56447,-8.09231,-7.30366,1,1,4,3
78,4450.87627,4478.96973,2558.95572,12.36383,1.75427,-0.78976,0.3416,-12.71415,4.84328,1,1,2,5
79,-586.94702,-88.65299,-181.51195,13.60918,-0.75824,-0.47236,-15.33068,0.79803,5.37149,1,2,2,6
80,-1697.4914,40.6631,-407.90502,13.5505,-0.47835,-0.6988,6.14947,19.83352,-1.16482,1,2,2,2
81,-173.05593,-18.27077,-19.21177,13.80711,-0.76362,-0.82383,-11.44292,-21.18726,-8.57893,1,2,1,3
82,-328.71078,0.79033,-131.48502,13.59241,-0.86938,0.19981,-6.46157,5.11023,-24.01217,1,2,1,2
83,-4624.32013,248.91852,-889.44878,12.90594,-0.21781,-0.22147,4.66163,19.28112,-7.10504,1,1,2,2
84,-1380.06179,-10047.52611,-10765.16449,11.79337,2.74209,-0.14313,-17.40716,-4.20501,-10.4049,1,1,2,6
85,-766.63416,48.79831,-287.60128,13.30759,0.57343,-0.13039,6.61253,-3.98554,9.6358,1,1,2,5
86,-808.35929,45.42813,-299.09913,13.28997,-1.01141,0.39142,0.39615,-9.44395,-4.42663,1,1,2,3
87,120.24519,-41.13392,28.52391,13.74155,-0.82181,-0.7518,-18.01263,9.07334,-14.60514,1,2,1,6
88,-3480.1385,-11.40109,-1796.26275,12.74078,0.23645,-0.4631,9.85461,-20.43388,0.81511,1,1,2,2
89,-4226.88246,162.41208,524.84526,12.61685,0.44973,1.98082,-3.43894,16.29449,-9.82195,1,1,2,2
90,-130.51243,-17.76208,-59.85513,13.53552,-0.57082,0.41368,3.61702,-25.56306,-5.43199,1,1,1,3
91,-1372.93867,529.53116,-749.25803,12.38673,1.50184,0.17716,8.48454,-0.81976,7.03772,1,1,2,2
92,-156.64868,-24.28721,40.10676,13.64603,-1.01234,0.68214,3.30431,3.88966,-7.90106,1,1,2,3
93,-5100.50264,-136.56135,2758.46702,11.55143,-0.20175,3.24726,18.00064,-8.50059,-10.19219,1,1,1,3
94,78.20912,-43.26116,32.468,13.47969,-0.62958,0.94898,2.87087,0.45164,-5.98018,1,1,2,2
95,-6858.68522,-206.9895,5739.93097,11.33344,-0.24831,5.00411,8.39052,12.13224,-10.1673,1,1,2,3
96,-7644.63281,-1246.1425,3865.72265,10.206,1.01536,3.12399,-6.30106,9.58787,-15.5529,1,1,5,4
97,-6685.04481,-5809.60236,-10746.74403,11.45937,2.50984,-0.87263,-23.72459,-4.65168,-1.87156,1,1,2,6
98,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
99,-4108.28049,-96.51572,3665.02872,12.2114,-0.74665,2.1337,15.31458,8.35263,-11.97122,1,1,2,3
100,-2953.94993,-3717.28779,-6293.24959,12.96415,1.08346,-0.84831,-14.78731,-8.80197,-8.08898,1,1,2,6
101,-4053.487,-4093.7606,-6702.26225,12.60017,1.0757,0.08979,-18.68182,-1.54779,-6.71605,1,1,2,6
102,-188.84375,-12.32501,-80.41638,13.59239,0.04901,-0.53264,-1.56522,-0.841,4.08463,1,1,2,5
103,-568.11223,38.29662,-210.21798,13.77867,-0.66189,-0.22956,14.75694,-7.68146,2.2726,1,2,2,2
104,-1250.23781,-1387.042,-2548.15795,13.24009,0.29321,-0.08914,-17.33639,-1.62273,-5.01456,1,1,2,6
105,-1766.48745,574.24047,-965.35617,12.57519,1.54685,-0.58524,9.7406,5.45369,12.32688,1,1,6,2
106,-711.6675,20.9409,-103.51432,13.68427,-0.57433,-0.83995,5.57155,20.08651,-1.29689,1,2,2,2
107,-497.20937,47.86379,-234.95204,13.18127,-0.37724,0.26034,7.15094,3.2836,6.45727,1,1,2,2
108,-2285.03629,23.31655,859.88439,13.06407,-1.05259,1.48579,-1.5514,2.20981,-13.7552,1,1,2,3
109,-4114.43744,-3907.44222,-6528.41589,12.7321,1.26445,-0.46868,-18.70987,-1.55105,-6.71091,1,1,2,6
110,420.29681,1843.52967,576.97506,13.21619,1.00438,-0.83996,-0.45864,-6.0865,9.56921,1,1,2,5
111,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
112,-384.77176,8.17256,-138.00984,13.82964,-0.75583,-0.69049,9.04814,17.19246,-3.04327,1,2,2,4
113,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
114,-3875.16802,496.80799,-1111.96101,12.29696,0.97531,1.33763,-1.13278,16.51274,-9.55648,1,1,2,2
115,-771.8546,41.63561,-287.50745,12.97282,-0.92833,0.82073,-2.53543,10.82894,5.16176,1,1,2,4
116,-4255.14331,-3622.99284,-7389.29794,12.71283,0.74255,-0.26948,-16.23196,-2.5544,-7.51605,1,1,2,6
117,-3384.52381,-2393.57639,-5378.88829,12.22704,1.26085,-0.50113,-13.85131,-1.77641,-5.31165,1,1,2,6
118,-601.22152,-1600.70387,-94.31352,13.16246,0.28373,0.20393,16.25506,-9.17338,-0.51511,1,1,2,5
119,-3661.66497,-153.06669,3018.65108,12.63806,-0.34178,1.77482,0.76341,3.06313,-20.55352,1,1,2,3
120,-4411.70549,2425.34802,-2046.47162,12.18116,2.0836,0.68345,11.33348,-13.22919,2.42164,1,1,2,2
121,-668.88423,17.23535,-44.26149,12.97548,0.82162,0.12959,14.48428,14.75925,8.47469,1,1,1,3
122,-690.20667,26.78379,-178.52954,13.55011,-0.1395,0.18086,-3.55725,11.36414,-6.99058,1,1,2,3
123,-3458.54305,-2549.48955,-4939.32793,12.10934,1.53792,1.21345,-15.20112,-4.59574,1.52478,1,1,2,6
124,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
125,334.00282,-61.05593,103.85142,13.87995,-0.94805,-0.79524,24.1084,-3.78019,7.16287,1,2,1,6
126,-349.43796,-22.20179,28.84929,13.58612,-1.08624,0.68469,9.31204,10.45361,-4.60552,1,1,2,3
127,-3939.73856,-128.6153,3805.60886,12.84767,-0.76703,0.95482,16.55919,1.00939,-6.45116,1,1,2,3
128,883.26213,13871.01864,-6067.53188,12.2942,1.25366,-0.58555,3.6878,1.06597,20.88189,1,1,2,2
129,-1397.60161,41.24277,-552.45385,13.4432,-0.0829,-0.89541,10.56055,-10.40222,6.23351,1,1,2,4
130,-5630.5952,868.02714,1266.36061,11.55618,1.48987,1.27284,16.59142,4.26742,3.73245,1,1,2,2
131,-7186.60758,450.26075,-116.80391,12.15796,0.31752,-0.41404,7.22139,18.26647,-3.8303,1,1,2,2
132,-211.9454,-10.17166,-88.55978,13.34731,0.08937,-0.39697,-24.38486,-3.75124,-10.00721,1,4,1,6
133,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
134,-3.67358,-31.64585,0.64908,13.67987,-0.90951,-0.46458,11.4189,-12.89648,-16.11238,1,2,1,3
135,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
136,-329.56349,-2463.15415,-2181.89032,12.02002,2.33034,-0.4082,-8.05438,-18.97439,1.79486,1,1,2,6
137,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
138,-1387.72572,-283.26901,-1131.47514,13.37278,0.49897,-0.58111,-17.87971,0.16765,-2.85124,1,1,2,6
139,-1361.74211,6169.65877,-4445.85386,12.27163,1.50005,-0.02764,7.65978,-1.20355,19.25375,1,1,2,2
140,-3187.83329,263.19719,-1093.39148,12.08439,-0.74278,0.69405,-5.58446,12.65204,9.15378,1,1,2,4
141,-208.31046,-49.26971,-59.17117,13.51805,-0.76523,0.20479,-8.46215,-5.56268,-6.43456,1,2,2,4
142,-3870.21516,-4224.31387,-7875.32087,12.95494,0.57451,-0.75433,-15.27399,-6.00197,-8.35777,1,1,2,6
143,-4154.8685,-2994.41656,-6830.604,12.26897,-0.02206,0.42701,-17.50706,-2.64688,-13.52617,1,1,2,6
144,187.53094,-47.40498,52.23612,13.95739,-0.96343,-0.61114,0.5138,-4.98652,3.64462,1,2,2,3
145,949.69328,9847.8376,-8004.34326,10.39619,3.36798,2.0388,1.79847,-6.89529,18.90552,1,1,2,2
146,371.73108,-64.57209,117.14594,13.9561,-1.02028,-0.46391,3.68776,6.80073,2.47582,1,2,2,4
147,-493.8731,16.10934,-187.95514,13.40422,-0.13302,-0.53691,3.71276,3.10599,3.94245,1,2,2,2
148,980.53493,1324.42685,601.91962,13.64179,0.15248,-0.88769,1.92607,-8.60316,7.35671,1,1,2,5
149,-3826.36835,246.51867,-974.08844,12.72729,1.56607,-0.45399,4.27731,20.0034,-5.72544,1,1,2,2
150,-21.83469,36.26076,-39.53579,13.92768,-0.12999,-0.62136,-6.42418,7.45869,5.76854,1,1,2,5
151,-2993.22296,5406.39376,-5182.63163,12.37189,0.37791,-0.46061,9.80124,5.519,16.37062,1,1,6,2
152,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
153,-790.68626,999.68871,-901.71435,13.62329,-0.39776,-0.87475,-2.93452,0.69285,19.21521,1,2,2,2
154,-9877.23949,-1088.92054,11124.82033,9.88748,0.56259,4.62666,8.33597,9.30826,-7.16592,1,1,2,3
155,-214.58754,-12.44551,-67.16772,13.37083,-0.65052,-0.00672,-8.36066,12.28485,16.9542,1,2,1,4
156,-1428.04036,-949.74778,-2012.93834,12.95844,0.85709,-0.56587,-13.01976,-10.25802,-5.22955,1,1,2,6
157,4439.80338,5110.5236,1796.3937,12.56492,1.72924,-1.0701,-1.95386,-12.49603,9.98954,1,1,2,5
158,-5826.63101,-766.80862,8930.11761,12.54108,-0.64049,1.84468,5.17129,0.14155,-20.04768,1,1,2,3
159,-485.51055,-6.66572,-33.16367,13.48058,-0.5911,0.96703,19.17538,10.56116,-6.37087,1,1,1,3
160,-1062.29279,271.34613,-503.49579,12.7294,1.1238,0.20807,0.40013,-3.80996,10.66241,1,1,2,2
161,-2094.84196,-54.78002,1414.05105,12.64443,-0.76247,2.72885,13.08442,3.84903,-2.44624,1,1,2,3
162,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
163,-3524.26228,-178.71617,1742.98877,12.76867,0.05272,2.1502,-6.5024,9.90796,-15.29446,1,1,5,3
164,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
165,-687.8577,-332.71141,-349.10746,13.23764,0.14124,-0.13232,-5.6926,-18.62172,-5.33663,1,1,2,6
166,10779.99504,24847.13379,-7154.73577,10.35707,3.75131,0.68153,2.22325,-8.27859,18.89777,1,1,2,2
167,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
168,438.70656,-320.17778,-327.32775,13.04422,0.69098,0.51893,-7.39966,-5.71253,9.67366,1,1,2,2
169,-2377.18909,147.81873,-269.56002,12.93793,-0.47179,1.17862,0.32407,12.88289,-6.02341,1,1,2,3
170,-796.85555,2400.41779,-1843.13712,13.24996,-0.11352,-0.53896,-1.95567,2.26094,19.04834,1,1,2,2
171,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
172,-1126.11089,65.4865,-422.56621,13.07483,-0.24118,0.18411,-6.77229,13.66612,-2.53554,1,1,2,2
173,-1795.86588,-919.50085,1225.30367,12.78764,1.26292,1.18914,15.14588,-3.8528,11.61604,1,1,1,2
174,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
175,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
176,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
177,-1186.04519,-38.71575,253.40681,12.93861,-0.15718,2.22897,8.89332,8.2872,-4.85092,1,1,2,3
178,-321.67078,2129.75086,-1650.81593,13.60316,0.25313,-0.751,5.67163,-5.2069,14.91791,1,1,2,2
179,-3385.23093,-156.416,3520.26397,12.85951,-0.92266,1.34768,14.17533,11.32454,-13.02361,1,1,2,3
180,-666.5395,8.9978,32.15468,13.45231,-0.79406,0.56784,7.01253,13.89894,-6.81229,1,1,2,3
181,-483.63614,6.89435,-93.84197,13.57494,-0.86307,0.40543,17.49207,13.25107,-5.6996,1,1,1,3
182,-523.74785,49.37808,-102.47715,13.24869,-0.44799,0.07061,12.03541,1.01339,7.04964,1,3,2,2
183,-221.84269,175.80937,-238.7183,13.65695,-0.02112,-0.78067,16.40302,-9.0071,16.7859,1,1,1,2
184,-220.71141,-59.59977,148.2729,13.89736,-0.93103,-0.34889,-6.65399,10.24836,-3.73364,1,2,2,4
185,12864.88523,11986.15355,5512.15595,12.35572,2.72488,-1.56926,0.6727,-14.5568,13.44918,1,1,2,5
186,1189.66354,-140.80199,405.34545,14.08365,-0.95134,-0.73609,0.60507,2.06349,-0.50224,2,2,2,1
187,-1139.95039,-209.97107,-860.55872,13.42146,-0.64775,-0.69937,-9.93334,7.99374,-8.97666,1,2,5,6
188,-32.41899,-26.90511,-25.28035,13.6925,-0.69035,-0.47741,-4.57511,0.79931,-26.30921,1,2,1,6
189,522.76055,14025.01849,-6176.05418,12.17656,1.62575,-0.23414,-1.0151,1.03238,21.75266,1,1,2,2
190,7082.33717,-3403.67343,1848.56978,12.90708,1.24135,-0.25356,-7.63424,-9.77415,10.24701,1,1,2,5
191,-504.45319,285.83602,-375.68648,13.47954,0.27686,-0.62539,-2.53272,5.29908,15.90868,1,1,2,2
192,988.07924,-168.08153,-1664.59242,12.61239,2.15004,-0.26187,-10.76412,-4.2668,15.52841,1,1,2,5
193,1096.05875,14997.37518,-6745.13852,12.69613,1.19854,-0.68453,3.30335,1.01889,21.03194,1,1,2,2
194,1101.34186,-2668.75654,-1047.62702,13.77569,-0.34128,-0.86788,-11.52254,-13.09489,2.049,1,1,2,5
195,-1380.12833,-162.09389,-566.33895,13.2799,-0.51148,-0.69106,2.72552,23.36916,-4.96407,1,1,2,2
196,-892.46548,-10931.08926,-9963.891,10.96665,3.53105,1.96681,-14.49688,-6.37432,6.55217,1,1,2,6
197,-167.40125,-14.32369,-72.85797,13.3774,-0.20904,-0.75725,-14.27681,-15.34953,-10.60435,1,2,1,6
198,-598.19028,22.37299,-188.22095,13.23614,-0.95271,0.26334,18.6297,-9.62928,-7.37556,1,1,4,3
199,-5632.24326,363.69289,-1290.59308,12.37275,0.45359,-0.6574,4.74573,19.3475,-7.46174,1,1,2,2
200,-3271.66278,252.15332,-1190.93815,11.83926,-0.32549,2.30782,-0.10425,13.75123,12.35863,1,1,2,4
201,-829.52228,47.67537,-306.55677,13.34465,-0.49946,0.89291,4.06973,11.38761,12.1102,1,1,8,3
202,-3361.4061,236.84594,-1066.98479,12.52066,-0.19529,1.93798,-1.71091,14.7698,3.88895,1,1,2,4
203,4515.27686,-601.64913,1494.26808,13.28701,1.08145,-1.09201,-3.24102,-7.0557,8.39348,1,1,2,5
204,-1590.89425,287.22304,-552.81027,12.80708,0.19358,-0.12365,9.03768,-13.88104,3.45459,1,1,2,2
205,-2989.9376,-2454.10445,-5289.03646,13.13874,-0.09492,-0.48064,-13.42008,0.09544,-11.63894,1,1,2,6
206,-6901.42075,-4414.1794,-7720.52022,10.96731,1.51423,1.80035,-12.25562,3.083,-12.24724,1,1,2,6
207,-206.59129,-31.06886,61.12224,13.66266,-0.51959,-0.16755,24.08316,5.97178,-7.11822,1,2,1,3
208,-5635.17215,380.51939,-1218.20951,12.63728,0.78583,-0.06095,4.85401,19.79858,-4.18624,1,1,2,2
209,28254.05003,11192.41153,8402.3946,11.64353,4.855,-1.30206,-2.8321,-14.88136,14.61915,1,1,2,5
210,-2847.51715,224.48055,-1070.28345,12.30856,0.54019,0.38531,1.18825,9.18168,17.26616,1,1,2,4
211,-6382.21879,499.66464,-862.76989,12.73829,0.02792,0.38544,7.01178,18.0201,-3.72387,1,1,2,2
212,-907.34558,-518.08643,-562.30795,13.24809,-0.56915,0.12295,-6.91744,6.03494,-14.01284,1,1,2,6
213,9139.29115,9436.41192,3046.04731,11.62791,4.83851,-0.77003,1.64751,-12.63845,11.47051,1,1,2,5
214,-61.703,-24.17566,-35.60174,13.78713,-0.39085,-0.45667,19.52099,-0.91585,16.16686,1,2,1,2
215,-2771.17898,-1845.43594,-4145.24236,12.53042,1.8666,-0.95726,-21.38432,-2.61192,2.11348,1,1,2,6
216,8101.24786,8669.09963,3790.24947,11.81019,3.76726,-1.11943,3.64788,-15.68834,9.85109,1,1,2,5
217,-1173.70546,-27.21595,62.13396,13.03431,-0.71103,1.88024,6.18262,8.83528,-5.58292,1,1,2,3
218,-369.8199,4.70452,-146.95104,13.37227,-0.76406,0.00035,-5.22406,7.85845,-4.15398,1,2,2,2
219,-280.95891,-3.74535,-112.91636,13.89211,-0.92546,-0.56437,-5.86716,17.63232,-6.26402,1,2,1,3
220,-575.32465,23.00396,-214.38527,13.27755,-0.84701,-0.35414,-7.02837,5.85484,11.5488,1,1,2,4
221,-134.62424,22.45482,-74.02305,13.45898,-0.24232,-0.26293,15.69576,-13.74327,4.76304,1,2,1,2
222,-592.09376,27.07447,-236.70114,13.29015,-0.85291,-0.21528,-4.99958,11.25977,9.0335,1,2,2,4
223,-947.55435,-4723.98436,-4838.16222,12.56093,1.56337,-0.4968,-13.02269,-10.33716,-5.2049,1,1,2,6
224,-188.14001,10363.95544,-6665.68794,12.34784,1.17629,0.62508,6.18024,-5.90345,19.91173,1,1,2,2
225,-6479.98422,-329.72224,2845.79725,11.34704,1.76956,2.99847,0.17152,12.56452,-17.43749,1,1,1,3
226,-602.67659,26.25303,-226.32279,12.72068,0.35756,0.28832,-1.03826,-9.82363,-1.34957,1,1,2,4
227,-1039.29871,68.25409,-400.41619,13.04956,-0.24207,-0.30309,-0.75029,13.53684,11.38855,1,1,2,4
228,-2981.77919,13.85479,-976.30699,12.60402,-0.53301,-0.47684,0.5113,10.48366,14.33248,1,1,2,4
