label;Anatomy;region_name;hemisphere
315;area_9;ex;left
316;area_9;ex;left
317;area_9;ex;left
318;area_9;ex;left
319;area_9;ex;left
320;area_9;ex;left
321;area_9;ex;left
322;area_9;ex;left
323;area_9;ex;left
324;area_9;ex;left
325;area_9;ex;left
326;area_9;ex;left
327;area_9;ex;left
328;area_9;ex;left
329;area_9;ex;left
330;area_9;ex;left
331;area_9;ex;left
332;area_9;ex;left
333;area_9;ex;left
334;area_9;ex;left
335;area_9;ex;left
336;area_9;ex;left
337;area_9;ex;left
338;area_9;ex;left
339;area_9;ex;left
340;area_9;ex;left
341;area_9;ex;left
342;area_9;ex;left
343;area_9;ex;left
344;area_9;ex;left
345;area_9;ex;left
346;area_9;ex;left
347;area_9;ex;left
348;area_9;ex;left
349;area_9;ex;left
350;area_9;ex;left
351;area_9;ex;left
352;area_9;ex;left
353;area_9;ex;left
354;area_9;ex;left
355;area_9;ex;left
356;area_9;ex;left
357;area_9;ex;left
358;area_9;ex;left
359;area_9;ex;left
360;area_9;ex;left
361;area_30;ex;left
362;area_30;ex;left
363;area_30;ex;left
364;area_30;ex;left
365;area_30;ex;left
366;area_30;ex;left
367;area_30;ex;left
368;area_30;ex;left
369;area_30;ex;left
370;area_30;ex;left
371;area_30;ex;left
372;area_30;ex;left
373;area_30;ex;left
374;area_30;ex;left
375;area_30;ex;left
376;area_30;ex;left
377;area_30;ex;left
378;area_30;ex;left
379;area_30;ex;left
380;area_30;ex;left
381;area_30;ex;left
382;area_30;ex;left
383;area_30;ex;left
384;area_30;ex;left
385;area_30;ex;left
386;area_30;ex;left
387;area_30;ex;left
388;area_30;ex;left
389;area_30;ex;left
390;area_30;ex;left
391;area_30;ex;left
392;area_30;ex;left
393;area_30;ex;left
394;area_30;ex;left
395;area_30;ex;left
396;area_30;ex;left
397;area_30;ex;left
398;area_30;ex;left
399;area_30;ex;left
400;area_30;ex;left
401;area_30;ex;left
402;area_30;ex;left
403;area_30;ex;left
404;area_30;ex;left
405;area_30;ex;left
406;area_30;ex;left
407;area_30;ex;left
408;area_30;ex;left
409;area_30;ex;left
410;area_30;ex;left
411;area_30;ex;left
412;area_30;ex;left
413;area_30;ex;left
414;area_30;ex;left
415;area_30;ex;left
416;area_30;ex;left
417;area_30;ex;left
418;area_30;ex;left
419;area_30;ex;left
420;area_30;ex;left
421;area_30;ex;left
422;area_30;ex;left
423;area_30;ex;left
424;area_30;ex;left
425;area_30;ex;left
426;area_30;ex;left
427;area_30;ex;left
428;area_30;ex;left
429;area_30;ex;left
430;area_30;ex;left
431;area_30;ex;left
432;area_30;ex;left
433;area_30;ex;left
434;area_30;ex;left
435;area_30;ex;left
436;area_30;ex;left
437;area_30;ex;left
438;area_30;ex;left
439;area_30;ex;left
440;area_30;ex;left
441;area_30;ex;left
442;area_30;ex;left
443;area_30;ex;left
444;area_30;ex;left
445;area_30;ex;left
446;area_30;ex;left
447;area_30;ex;left
448;area_30;ex;left
449;area_30;ex;left
450;area_30;ex;left
451;area_30;ex;left
452;area_30;ex;left
453;area_30;ex;left
454;area_30;ex;left
455;area_30;ex;left
456;area_30;ex;left
457;area_30;ex;left
458;area_30;ex;left
459;area_30;ex;left
460;area_30;ex;left
461;area_30;ex;left
462;area_30;ex;left
463;area_30;ex;left
464;area_30;ex;left
465;area_30;ex;left
466;area_30;ex;left
467;area_30;ex;left
468;area_30;ex;left
469;area_30;ex;left
470;area_30;ex;left
471;area_43;ex;left
472;area_43;ex;left
473;area_43;ex;left
474;area_43;ex;left
475;area_43;ex;left
476;area_43;ex;left
477;area_43;ex;left
478;area_43;ex;left
479;area_43;ex;left
480;area_43;ex;left
481;area_43;ex;left
482;area_43;ex;left
483;area_43;ex;left
484;area_43;ex;left
485;area_43;ex;left
486;area_43;ex;left
487;area_43;ex;left
488;area_43;ex;left
489;area_43;ex;left
490;area_43;ex;left
491;area_43;ex;left
492;area_43;ex;left
493;area_43;ex;left
494;area_43;ex;left
495;area_43;ex;left
496;area_43;ex;left
497;area_43;ex;left
498;area_43;ex;left
499;area_43;ex;left
500;area_43;ex;left
501;area_43;ex;left
502;area_43;ex;left
503;area_43;ex;left
504;area_43;ex;left
505;area_43;ex;left
506;area_43;ex;left
507;area_43;ex;left
508;area_43;ex;left
509;area_43;ex;left
510;area_43;ex;left
511;area_43;ex;left
512;area_43;ex;left
513;area_43;ex;left
514;area_43;ex;left
515;area_43;ex;left
516;area_43;ex;left
517;area_43;ex;left
518;area_43;ex;left
519;area_43;ex;left
520;area_43;ex;left
521;area_9;ex;left
522;area_9;ex;left
523;area_9;ex;left
524;area_9;ex;left
525;area_9;ex;left
526;area_9;ex;left
527;area_9;ex;left
528;area_9;ex;left
529;area_9;ex;left
530;area_9;ex;left
531;area_9;ex;left
532;area_9;ex;left
533;area_9;ex;left
534;area_9;ex;left
535;area_9;ex;left
536;area_9;ex;left
537;area_9;ex;left
538;area_9;ex;left
539;area_9;ex;left
540;area_9;ex;left
541;area_9;ex;left
542;area_9;ex;left
543;area_9;ex;left
544;area_9;ex;left
545;area_9;ex;left
546;area_9;ex;left
547;area_9;ex;left
548;area_9;ex;left
549;area_9;ex;left
550;area_9;ex;left
551;area_9;ex;left
552;area_9;ex;left
553;area_9;ex;left
554;area_9;ex;left
555;area_9;ex;left
556;area_9;ex;left
557;area_9;ex;left
558;area_9;ex;left
559;area_9;ex;left
560;area_9;ex;left
561;area_9;ex;left
562;area_9;ex;left
563;area_9;ex;left
564;area_9;ex;left
565;area_9;ex;left
566;area_9;ex;left
567;area_9;ex;left
568;area_9;ex;left
569;area_9;ex;left
570;area_9;ex;left
571;area_9;ex;left
572;area_9;ex;left
573;area_9;ex;left
574;area_9;ex;left
575;area_9;ex;left
576;area_9;ex;left
577;area_9;ex;left
578;area_9;ex;left
579;area_9;ex;left
580;area_9;ex;left
581;area_9;ex;left
582;area_9;ex;left
583;area_9;ex;left
584;area_9;ex;left
585;area_9;ex;left
586;area_9;ex;left
587;area_9;ex;left
588;area_9;ex;left
589;area_9;ex;left
590;area_9;ex;left
591;area_9;ex;left
592;area_9;ex;left
593;area_9;ex;left
594;area_9;ex;left
595;area_9;ex;left
596;area_9;ex;left
597;area_9;ex;left
598;area_9;ex;left
599;area_9;ex;left
600;area_9;ex;left
601;area_9;ex;left
602;area_9;ex;left
603;area_9;ex;left
604;area_9;ex;left
605;area_9;ex;left
606;area_9;ex;left
607;area_9;ex;left
608;area_9;ex;left
609;area_9;ex;left
610;area_9;ex;left
611;area_30;ex;left
612;area_30;ex;left
613;area_30;ex;left
614;area_30;ex;left
615;area_30;ex;left
616;area_30;ex;left
617;area_30;ex;left
618;area_30;ex;left
619;area_30;ex;left
620;area_30;ex;left
621;area_30;ex;left
622;area_30;ex;left
623;area_30;ex;left
624;area_30;ex;left
625;area_30;ex;left
626;area_30;ex;left
627;area_30;ex;left
628;area_30;ex;left
629;area_30;ex;left
630;area_30;ex;left
631;area_30;ex;left
632;area_30;ex;left
633;area_30;ex;left
634;area_30;ex;left
635;area_30;ex;left
636;area_30;ex;left
637;area_30;ex;left
638;area_30;ex;left
639;area_30;ex;left
640;area_30;ex;left
641;area_30;ex;left
642;area_30;ex;left
643;area_30;ex;left
644;area_30;ex;left
645;area_30;ex;left
646;area_30;ex;left
647;area_30;ex;left
648;area_30;ex;left
649;area_30;ex;left
650;area_30;ex;left
651;area_30;ex;left
652;area_30;ex;left
653;area_30;ex;left
654;area_30;ex;left
655;area_30;ex;left
656;area_30;ex;left
657;area_30;ex;left
658;area_30;ex;left
659;area_30;ex;left
660;area_30;ex;left
661;area_30;ex;left
662;area_30;ex;left
663;area_30;ex;left
664;area_30;ex;left
665;area_30;ex;left
666;area_30;ex;left
667;area_30;ex;left
668;area_30;ex;left
669;area_30;ex;left
670;area_30;ex;left
671;area_30;ex;left
672;area_30;ex;left
673;area_30;ex;left
674;area_30;ex;left
675;area_30;ex;left
676;area_30;ex;left
677;area_30;ex;left
678;area_30;ex;left
679;area_30;ex;left
680;area_30;ex;left
681;area_30;ex;left
682;area_30;ex;left
683;area_30;ex;left
684;area_30;ex;left
685;area_30;ex;left
686;area_30;ex;left
687;area_30;ex;left
688;area_30;ex;left
689;area_30;ex;left
690;area_30;ex;left
691;area_30;ex;left
692;area_30;ex;left
693;area_30;ex;left
694;area_30;ex;left
695;area_30;ex;left
696;area_30;ex;left
697;area_30;ex;left
698;area_30;ex;left
699;area_30;ex;left
700;area_30;ex;left
701;area_30;ex;left
702;area_30;ex;left
703;area_30;ex;left
704;area_30;ex;left
705;area_30;ex;left
706;area_30;ex;left
707;area_30;ex;left
708;area_30;ex;left
709;area_30;ex;left
710;area_30;ex;left
711;area_30;ex;left
712;area_30;ex;left
713;area_30;ex;left
714;area_30;ex;left
715;area_30;ex;left
716;area_30;ex;left
717;area_30;ex;left
718;area_30;ex;left
719;area_30;ex;left
720;area_30;ex;left
721;area_30;ex;left
722;area_30;ex;left
723;area_30;ex;left
724;area_30;ex;left
725;area_30;ex;left
726;area_30;ex;left
727;area_30;ex;left
728;area_30;ex;left
729;area_30;ex;left
730;area_30;ex;left
731;area_30;ex;left
732;area_30;ex;left
733;area_30;ex;left
734;area_30;ex;left
735;area_30;ex;left
736;area_30;ex;left
737;area_30;ex;left
738;area_30;ex;left
739;area_30;ex;left
740;area_30;ex;left
741;area_43;ex;left
742;area_43;ex;left
743;area_43;ex;left
744;area_43;ex;left
745;area_43;ex;left
746;area_43;ex;left
747;area_43;ex;left
748;area_43;ex;left
749;area_43;ex;left
750;area_43;ex;left
751;area_43;ex;left
752;area_43;ex;left
753;area_43;ex;left
754;area_43;ex;left
755;area_43;ex;left
756;area_43;ex;left
757;area_43;ex;left
758;area_43;ex;left
759;area_43;ex;left
760;area_43;ex;left
761;area_43;ex;left
762;area_43;ex;left
763;area_43;ex;left
764;area_43;ex;left
765;area_43;ex;left
766;area_43;ex;left
767;area_43;ex;left
768;area_43;ex;left
769;area_43;ex;left
770;area_43;ex;left
771;area_43;ex;left
772;area_43;ex;left
773;area_43;ex;left
774;area_43;ex;left
775;area_43;ex;left
776;area_43;ex;left
777;area_43;ex;left
778;area_43;ex;left
779;area_43;ex;left
780;area_43;ex;left
781;area_43;ex;left
782;area_43;ex;left
783;area_43;ex;left
784;area_43;ex;left
785;area_43;ex;left
786;area_43;ex;left
787;area_43;ex;left
788;area_43;ex;left
789;area_43;ex;left
790;area_43;ex;left
791;area_43;ex;left
792;area_43;ex;left
793;area_43;ex;left
794;area_43;ex;left
795;area_43;ex;left
796;area_43;ex;left
797;area_43;ex;left
798;area_43;ex;left
799;area_43;ex;left
800;area_43;ex;left
801;area_9;ex;left
802;area_9;ex;left
803;area_9;ex;left
804;area_9;ex;left
805;area_9;ex;left
806;area_9;ex;left
807;area_9;ex;left
808;area_9;ex;left
809;area_9;ex;left
810;area_9;ex;left
811;area_9;ex;left
812;area_9;ex;left
813;area_9;ex;left
814;area_9;ex;left
815;area_9;ex;left
816;area_9;ex;left
817;area_9;ex;left
818;area_9;ex;left
819;area_9;ex;left
820;area_9;ex;left
821;area_9;ex;left
822;area_9;ex;left
823;area_9;ex;left
824;area_9;ex;left
825;area_9;ex;left
826;area_9;ex;left
827;area_9;ex;left
828;area_9;ex;left
829;area_9;ex;left
830;area_9;ex;left
831;area_9;ex;left
832;area_9;ex;left
833;area_9;ex;left
834;area_9;ex;left
835;area_9;ex;left
836;area_9;ex;left
837;area_9;ex;left
838;area_9;ex;left
839;area_9;ex;left
840;area_9;ex;left
841;area_9;ex;left
842;area_9;ex;left
843;area_9;ex;left
844;area_9;ex;left
845;area_9;ex;left
846;area_9;ex;left
847;area_9;ex;left
848;area_9;ex;left
849;area_9;ex;left
850;area_9;ex;left
851;area_9;ex;left
852;area_9;ex;left
853;area_9;ex;left
854;area_9;ex;left
855;area_9;ex;left
856;area_9;ex;left
857;area_9;ex;left
858;area_9;ex;left
859;area_9;ex;left
860;area_9;ex;left
861;area_9;ex;left
862;area_9;ex;left
863;area_9;ex;left
864;area_9;ex;left
865;area_9;ex;left
866;area_9;ex;left
867;area_9;ex;left
868;area_9;ex;left
869;area_9;ex;left
870;area_9;ex;left
871;area_9;ex;left
872;area_9;ex;left
873;area_9;ex;left
874;area_9;ex;left
875;area_9;ex;left
876;area_9;ex;left
877;area_9;ex;left
878;area_9;ex;left
879;area_9;ex;left
880;area_9;ex;left
881;area_9;ex;left
882;area_9;ex;left
883;area_9;ex;left
884;area_9;ex;left
885;area_9;ex;left
886;area_9;ex;left
887;area_9;ex;left
888;area_9;ex;left
889;area_9;ex;left
890;area_9;ex;left
891;area_9;ex;left
892;area_9;ex;left
893;area_9;ex;left
894;area_9;ex;left
895;area_9;ex;left
896;area_9;ex;left
897;area_9;ex;left
898;area_9;ex;left
899;area_9;ex;left
900;area_9;ex;left
901;area_30;ex;left
902;area_30;ex;left
903;area_30;ex;left
904;area_30;ex;left
905;area_30;ex;left
906;area_30;ex;left
907;area_30;ex;left
908;area_30;ex;left
909;area_30;ex;left
910;area_30;ex;left
911;area_30;ex;left
912;area_30;ex;left
913;area_30;ex;left
914;area_30;ex;left
915;area_30;ex;left
916;area_30;ex;left
917;area_30;ex;left
918;area_30;ex;left
919;area_30;ex;left
920;area_30;ex;left
921;area_30;ex;left
922;area_30;ex;left
923;area_30;ex;left
924;area_30;ex;left
925;area_30;ex;left
926;area_30;ex;left
927;area_30;ex;left
928;area_30;ex;left
929;area_30;ex;left
930;area_30;ex;left
931;area_30;ex;left
932;area_30;ex;left
933;area_30;ex;left
934;area_30;ex;left
935;area_30;ex;left
936;area_30;ex;left
937;area_30;ex;left
938;area_30;ex;left
939;area_30;ex;left
940;area_30;ex;left
941;area_30;ex;left
942;area_30;ex;left
943;area_30;ex;left
944;area_30;ex;left
945;area_30;ex;left
946;area_30;ex;left
947;area_30;ex;left
948;area_30;ex;left
949;area_30;ex;left
950;area_30;ex;left
951;area_30;ex;left
952;area_30;ex;left
953;area_30;ex;left
954;area_30;ex;left
955;area_30;ex;left
956;area_30;ex;left
957;area_30;ex;left
958;area_30;ex;left
959;area_30;ex;left
960;area_30;ex;left
961;area_30;ex;left
962;area_30;ex;left
963;area_30;ex;left
964;area_30;ex;left
965;area_30;ex;left
966;area_30;ex;left
967;area_30;ex;left
968;area_30;ex;left
969;area_30;ex;left
970;area_30;ex;left
971;area_30;ex;left
972;area_30;ex;left
973;area_30;ex;left
974;area_30;ex;left
975;area_30;ex;left
976;area_30;ex;left
977;area_30;ex;left
978;area_30;ex;left
979;area_30;ex;left
980;area_30;ex;left
981;area_30;ex;left
982;area_30;ex;left
983;area_30;ex;left
984;area_30;ex;left
985;area_30;ex;left
986;area_30;ex;left
987;area_30;ex;left
988;area_30;ex;left
989;area_30;ex;left
990;area_30;ex;left
991;area_30;ex;left
992;area_30;ex;left
993;area_30;ex;left
994;area_30;ex;left
995;area_30;ex;left
996;area_30;ex;left
997;area_30;ex;left
998;area_30;ex;left
999;area_30;ex;left
1000;area_30;ex;left
1001;area_30;ex;left
1002;area_30;ex;left
1003;area_30;ex;left
1004;area_30;ex;left
1005;area_30;ex;left
1006;area_30;ex;left
1007;area_30;ex;left
1008;area_30;ex;left
1009;area_30;ex;left
1010;area_30;ex;left
1011;area_30;ex;left
1012;area_30;ex;left
1013;area_30;ex;left
1014;area_30;ex;left
1015;area_30;ex;left
1016;area_30;ex;left
1017;area_30;ex;left
1018;area_30;ex;left
1019;area_30;ex;left
1020;area_30;ex;left
1021;area_30;ex;left
1022;area_30;ex;left
1023;area_30;ex;left
1024;area_30;ex;left
1025;area_30;ex;left
1026;area_30;ex;left
1027;area_30;ex;left
1028;area_30;ex;left
1029;area_30;ex;left
1030;area_30;ex;left
1031;area_30;ex;left
1032;area_30;ex;left
1033;area_30;ex;left
1034;area_30;ex;left
1035;area_30;ex;left
1036;area_30;ex;left
1037;area_30;ex;left
1038;area_30;ex;left
1039;area_30;ex;left
1040;area_30;ex;left
1041;area_30;ex;left
1042;area_30;ex;left
1043;area_30;ex;left
1044;area_30;ex;left
1045;area_30;ex;left
1046;area_30;ex;left
1047;area_30;ex;left
1048;area_30;ex;left
1049;area_30;ex;left
1050;area_30;ex;left
1051;area_30;ex;left
1052;area_30;ex;left
1053;area_30;ex;left
1054;area_30;ex;left
1055;area_30;ex;left
1056;area_30;ex;left
1057;area_30;ex;left
1058;area_30;ex;left
1059;area_30;ex;left
1060;area_30;ex;left
1061;area_43;ex;left
1062;area_43;ex;left
1063;area_43;ex;left
1064;area_43;ex;left
1065;area_43;ex;left
1066;area_43;ex;left
1067;area_43;ex;left
1068;area_43;ex;left
1069;area_43;ex;left
1070;area_43;ex;left
1071;area_43;ex;left
1072;area_43;ex;left
1073;area_43;ex;left
1074;area_43;ex;left
1075;area_43;ex;left
1076;area_43;ex;left
1077;area_43;ex;left
1078;area_43;ex;left
1079;area_43;ex;left
1080;area_43;ex;left
1081;area_43;ex;left
1082;area_43;ex;left
1083;area_43;ex;left
1084;area_43;ex;left
1085;area_43;ex;left
1086;area_43;ex;left
1087;area_43;ex;left
1088;area_43;ex;left
1089;area_43;ex;left
1090;area_43;ex;left
1091;area_43;ex;left
1092;area_43;ex;left
1093;area_43;ex;left
1094;area_43;ex;left
1095;area_43;ex;left
1096;area_43;ex;left
1097;area_43;ex;left
1098;area_43;ex;left
1099;area_43;ex;left
1100;area_43;ex;left
1101;area_43;ex;left
1102;area_43;ex;left
1103;area_43;ex;left
1104;area_43;ex;left
1105;area_43;ex;left
1106;area_43;ex;left
1107;area_43;ex;left
1108;area_43;ex;left
1109;area_43;ex;left
1110;area_43;ex;left
1111;area_43;ex;left
1112;area_43;ex;left
1113;area_43;ex;left
1114;area_43;ex;left
1115;area_43;ex;left
1116;area_43;ex;left
1117;area_43;ex;left
1118;area_43;ex;left
1119;area_43;ex;left
1120;area_43;ex;left
1121;area_43;ex;left
1122;area_43;ex;left
1123;area_43;ex;left
1124;area_43;ex;left
1125;area_43;ex;left
1126;area_43;ex;left
1127;area_43;ex;left
1128;area_43;ex;left
1129;area_43;ex;left
1130;area_43;ex;left
1131;area_9;ex;left
1132;area_9;ex;left
1133;area_9;ex;left
1134;area_9;ex;left
1135;area_9;ex;left
1136;area_9;ex;left
1137;area_9;ex;left
1138;area_9;ex;left
1139;area_9;ex;left
1140;area_9;ex;left
1141;area_9;ex;left
1142;area_9;ex;left
1143;area_9;ex;left
1144;area_9;ex;left
1145;area_9;ex;left
1146;area_9;ex;left
1147;area_9;ex;left
1148;area_9;ex;left
1149;area_9;ex;left
1150;area_9;ex;left
1151;area_9;ex;left
1152;area_9;ex;left
1153;area_9;ex;left
1154;area_9;ex;left
1155;area_9;ex;left
1156;area_9;ex;left
1157;area_9;ex;left
1158;area_9;ex;left
1159;area_9;ex;left
1160;area_9;ex;left
1161;area_9;ex;left
1162;area_9;ex;left
1163;area_9;ex;left
1164;area_9;ex;left
1165;area_9;ex;left
1166;area_9;ex;left
1167;area_9;ex;left
1168;area_9;ex;left
1169;area_9;ex;left
1170;area_9;ex;left
1171;area_9;ex;left
1172;area_9;ex;left
1173;area_9;ex;left
1174;area_9;ex;left
1175;area_9;ex;left
1176;area_9;ex;left
1177;area_9;ex;left
1178;area_9;ex;left
1179;area_9;ex;left
1180;area_9;ex;left
1181;area_9;ex;left
1182;area_9;ex;left
1183;area_9;ex;left
1184;area_9;ex;left
1185;area_9;ex;left
1186;area_9;ex;left
1187;area_9;ex;left
1188;area_9;ex;left
1189;area_9;ex;left
1190;area_9;ex;left
1191;area_9;ex;left
1192;area_9;ex;left
1193;area_9;ex;left
1194;area_9;ex;left
1195;area_9;ex;left
1196;area_9;ex;left
1197;area_9;ex;left
1198;area_9;ex;left
1199;area_9;ex;left
1200;area_9;ex;left
1201;area_9;ex;left
1202;area_9;ex;left
1203;area_9;ex;left
1204;area_9;ex;left
1205;area_9;ex;left
1206;area_9;ex;left
1207;area_9;ex;left
1208;area_9;ex;left
1209;area_9;ex;left
1210;area_9;ex;left
1211;area_9;ex;left
1212;area_9;ex;left
1213;area_9;ex;left
1214;area_9;ex;left
1215;area_9;ex;left
1216;area_9;ex;left
1217;area_9;ex;left
1218;area_9;ex;left
1219;area_9;ex;left
1220;area_9;ex;left
1221;area_9;ex;left
1222;area_9;ex;left
1223;area_9;ex;left
1224;area_9;ex;left
1225;area_9;ex;left
1226;area_9;ex;left
1227;area_9;ex;left
1228;area_9;ex;left
1229;area_9;ex;left
1230;area_9;ex;left
1231;area_9;ex;left
1232;area_9;ex;left
1233;area_9;ex;left
1234;area_9;ex;left
1235;area_9;ex;left
1236;area_9;ex;left
1237;area_9;ex;left
1238;area_9;ex;left
1239;area_9;ex;left
1240;area_9;ex;left
1241;area_9;ex;left
1242;area_9;ex;left
1243;area_9;ex;left
1244;area_9;ex;left
1245;area_9;ex;left
1246;area_9;ex;left
