umap, ,,UMAPClustering
70.64719,-3.235551,148.25746,4
60.484085,-1.351725,150.91016,1
65.26871,-0.34214556,150.36317,1
66.622284,-5.6257386,163.17825,1
70.69457,-15.017895,149.05502,12
59.568718,-2.911726,165.02332,1
70.20627,-6.499568,149.91733,4
60.818214,0.31523818,146.1232,3
66.68469,-1.2321589,159.89871,1
75.1934,-13.79554,165.53418,6
66.60886,-2.026673,158.89668,1
75.84481,-11.945592,162.02646,6
66.51556,-1.6068971,154.103,1
70.728676,0.33341122,164.14398,2
71.62869,-9.392356,168.64838,2
67.302414,-4.0999465,159.57376,1
74.28634,-7.6710453,158.38647,2
67.237946,-8.910933,152.92798,1
61.7882,-2.1488328,173.24355,5
69.886826,-3.1600296,154.73578,1
75.218094,-11.68827,164.91052,6
70.640884,-5.7083325,156.80452,2
70.384895,-7.853513,148.29097,4
74.81958,-10.499504,152.64804,6
74.18169,-4.4088516,156.75748,2
70.50068,-1.9465982,159.48492,2
74.90805,-5.6453414,161.50491,2
69.95316,-2.210059,155.10736,1
67.523766,-3.5775347,157.60797,1
74.805084,-10.681797,160.59904,6
77.14101,-12.848726,156.57051,6
76.22968,-12.111868,166.04637,6
77.842285,-10.79441,154.7745,6
67.32282,-8.015938,143.39752,3
76.96609,-11.319715,161.57646,6
55.714577,-7.1051292,180.66577,5
72.57221,-11.694737,170.00839,7
66.65771,-3.2837656,160.67033,1
71.26167,-12.507305,170.06242,7
71.541145,-6.129992,167.95158,2
67.653336,-4.970122,167.44035,1
68.88688,-3.9780953,159.42793,1
79.406624,-12.8709755,159.18936,6
64.3362,-3.2533712,170.18645,5
76.57809,-9.924004,164.96075,2
73.39079,-8.33959,166.53973,2
71.22455,-10.916821,171.88486,7
71.694534,-8.509756,166.63705,2
67.758255,-3.7570155,157.16788,1
74.81496,-6.983632,160.37091,2
66.81308,-3.5050783,153.35884,1
33.645218,-54.773373,179.46399,13
74.04963,-9.823493,169.33398,2
72.40964,-14.194494,172.65866,7
67.92623,-5.300769,168.89107,1
66.662766,-2.184032,154.57227,1
66.261986,-1.732707,163.5756,1
67.45495,-3.3512,163.64098,1
67.89111,-3.7682378,163.96523,1
71.63875,-5.7816434,160.34885,2
66.78822,-3.95148,171.19473,5
71.33872,-6.7071476,165.06273,2
74.80173,-4.8174105,156.56293,2
67.864494,-3.4685073,165.01727,1
71.46142,-8.130059,166.11444,2
74.15114,-14.844591,161.12878,6
77.30274,-7.8680086,157.77042,2
60.733162,0.54964167,162.71997,1
68.46332,-2.4677892,162.93365,1
59.06719,-2.7722845,170.96826,5
61.932365,0.67809486,168.17192,1
64.405396,-8.177809,175.38145,5
69.75896,-0.32106146,165.71881,1
64.57798,-6.1565113,169.09537,1
71.495575,-8.646953,167.83838,2
65.97476,-1.8009967,153.42259,1
58.48819,-0.43928754,166.94702,1
67.661224,-3.937453,167.0179,1
59.33971,-2.1984334,162.82376,1
65.994194,-1.8692422,171.50195,5
65.27081,-5.6928606,164.33209,1
62.684727,-7.5278897,174.15347,5
66.54415,-3.7731757,158.85675,1
72.801094,-7.8938246,164.441,2
57.705757,-1.5710135,169.8823,1
70.35326,-4.7829123,156.53867,2
70.031166,-6.6779323,168.96211,2
56.73352,-3.316572,157.73297,1
63.102154,-3.2510514,162.99814,1
70.35186,-2.1190495,159.96788,2
75.839005,-9.524718,162.12999,2
57.420902,0.96447974,161.78728,1
63.731384,-4.5445514,170.25735,5
70.69663,-6.9626665,167.19531,2
71.89225,-8.02212,168.91786,2
72.08453,-6.314044,154.8237,2
70.03623,-4.8446875,159.91061,2
61.96122,1.9825783,155.62445,1
55.061005,0.15999368,159.56819,1
67.523705,-2.4840746,153.86449,1
61.516785,0.7497027,151.61253,1
63.135612,-1.0389997,164.8118,1
56.503075,0.13750242,155.53622,1
69.92194,-0.650777,164.09227,1
61.28166,-0.37609237,156.26962,1
63.51293,0.24950744,156.33078,1
64.68888,-1.0292734,162.601,1
64.34135,1.2140033,160.199,1
55.03851,-0.42618823,162.31393,1
67.15436,-2.0695677,158.27165,1
66.19326,-0.85850865,154.26303,1
57.83242,5.0540476,151.47096,1
61.81482,-34.02482,165.5556,14
61.26925,-0.21865648,168.78098,1
66.95834,-4.4760427,151.91893,1
69.08184,-1.6838824,156.4458,1
13.3493,-57.03711,150.19624,15
71.48189,-5.910568,154.92245,2
60.948883,2.0709057,152.70668,1
64.22985,0.7606911,155.02405,1
67.41818,-1.1965146,164.17865,1
62.020767,-1.4283853,150.72542,1
59.497486,1.9352505,156.86089,1
54.84288,0.18869922,149.9123,3
61.21427,0.0030174453,151.80157,1
71.01308,-4.434497,166.4906,2
63.691353,0.79768175,154.06458,1
72.24263,-7.470436,152.20929,2
69.780876,-5.0982456,154.75165,1
46.67018,4.5894485,154.92822,16
69.655914,-4.0629077,155.23737,1
74.05855,-10.861616,155.76532,6
67.789444,-4.324618,154.20465,1
66.8004,-1.0604134,150.82083,1
66.201744,-0.4439831,158.29617,1
66.842766,-2.010363,157.3442,1
69.51562,-2.1064672,156.35051,1
70.556885,-3.6012042,156.37805,2
62.96915,-7.316894,172.44171,5
63.63555,-1.5828993,159.09966,1
66.33427,-0.18967688,155.44237,1
69.04,-2.2513208,156.4482,1
72.09769,-5.264344,150.01071,2
76.42861,-7.2415943,154.62827,2
47.89568,-0.4425485,147.92667,17
69.8914,-3.5019348,154.27167,1
70.61896,-6.882098,158.00777,2
73.64938,-8.480598,146.18964,4
67.45568,-5.384877,146.73328,3
78.006905,-14.2860775,158.40994,6
56.345917,-0.69593346,147.34373,3
63.804688,-3.035046,158.95203,1
77.35015,-13.378414,166.74261,6
68.8228,-1.7058878,162.70796,1
64.19437,-0.66566414,141.3655,3
63.989506,-1.970367,160.26764,1
71.57243,-7.2121863,146.50708,4
72.67667,-6.4847164,160.09392,2
73.40367,-8.186498,153.60246,2
69.060356,-2.3847005,154.40971,1
66.42424,-5.42799,156.76955,1
62.683846,-2.0911002,148.55252,3
72.4021,-5.7452493,155.84204,2
70.63132,-6.7932076,149.96216,4
71.87587,-6.841134,148.22768,4
74.28491,-9.132086,156.97406,2
80.64688,-13.393972,152.57288,6
67.30788,-5.1282926,166.73018,1
71.81915,-6.803529,156.10732,2
80.41642,-15.100185,158.36443,6
70.53583,-2.6546683,162.7224,2
76.11749,-14.558125,157.5915,6
68.14523,-1.1648588,151.80147,1
75.76509,-9.1563015,154.317,2
74.4778,-9.865853,152.54903,2
74.70518,-8.977222,163.88136,2
66.65846,-9.44286,146.9772,3
78.287384,-11.8531685,156.5266,6
76.910645,-11.000234,165.03696,6
84.42193,-17.953545,155.69853,6
73.5892,-11.59152,156.30469,6
69.65089,-7.0762663,155.69731,1
62.51951,-3.1376574,165.82854,1
78.46808,-18.773724,151.45612,6
65.38036,-1.5873327,150.20293,1
71.502655,-7.6404343,162.94965,2
70.060104,-3.9182196,158.65839,2
78.86064,-16.707556,167.301,6
76.210556,-7.9644403,155.86794,2
78.87967,-8.815929,157.4165,2
78.540504,-13.7891865,162.90247,6
70.79591,-8.156621,153.13814,2
70.18012,-9.336136,156.56339,2
74.7219,-9.134117,152.377,2
20.431032,-47.636024,150.51573,18
71.276924,-6.5469985,168.01868,2
64.81035,-9.452885,170.76073,5
70.18904,-7.503607,164.34496,2
73.90094,-10.680048,150.42258,6
73.69711,-9.998323,171.43808,8
73.81387,-18.55238,159.50945,6
82.30183,-9.582937,159.275,2
72.5669,-9.816526,165.22949,2
77.85587,-15.260136,157.04445,6
68.31511,-5.739319,157.19884,1
80.9217,-12.736767,159.71887,6
72.98047,-9.765491,166.80798,2
73.41307,-13.496502,162.9147,6
71.428314,-12.4789915,161.96869,6
69.824135,-4.5076995,165.77698,1
71.640884,-4.939335,156.1115,2
75.37534,-11.53262,166.99188,6
77.99826,-14.32581,162.88968,6
72.85582,-4.420621,157.47285,2
68.940956,-3.564715,162.78625,1
70.38141,-5.294626,161.12038,2
72.62366,-4.592369,149.29211,4
72.05143,-8.300093,162.6741,2
69.60099,-5.815902,154.9336,1
70.025795,-6.462982,172.87657,8
72.13595,-7.85836,165.53067,2
74.6268,-8.253969,162.29453,2
55.49606,-11.994363,161.62383,9
74.44234,-8.302557,165.74434,2
67.24739,-3.5137105,166.3573,1
74.28293,-8.797037,164.91219,2
67.21988,-5.517013,166.93881,1
70.883644,-13.158945,168.70596,6
56.995773,-0.16337828,172.22307,5
47.854267,-11.5861025,159.0734,10
73.45704,-9.864723,164.3089,2
80.199234,-22.982176,156.21794,6
72.9389,-9.0933695,161.11069,2
72.54555,-12.668323,163.51147,6
76.31604,-12.543472,169.50044,6
75.3143,-10.499028,170.9454,7
71.14398,-11.802516,173.34138,7
64.21733,-1.5458994,169.9107,1
62.513138,-3.2583907,167.71832,1
65.32277,-6.7632217,173.19807,5
61.487663,-0.2941053,169.76712,1
67.53302,-5.848093,172.83556,5
77.22272,-12.165388,154.95714,6
71.125015,-10.763899,169.02283,6
73.59818,-11.546335,164.95317,6
62.62802,-1.350079,164.53673,1
66.98713,-2.0455012,162.23451,1
74.72026,-11.731987,171.83592,7
72.97091,-7.7811236,163.25194,2
63.798824,0.9585204,164.48132,1
71.33016,-9.302252,168.00645,2
71.93903,-6.6689634,164.15973,2
68.042015,-2.3522582,167.04178,1
69.68648,-6.9868045,159.71361,1
69.04691,-4.7314997,164.29294,1
72.9606,-10.112897,170.8313,7
65.989075,-5.0772324,172.74634,5
69.53603,-10.181501,171.75677,19
64.65528,-1.1368989,153.60071,1
62.02055,-3.1779761,169.23822,1
65.13167,-21.232327,176.44504,19
67.830505,-13.28754,178.34402,19
79.977264,-19.943596,159.20818,6
60.509113,-0.088994265,167.35608,1
69.72439,-5.252867,166.87502,1
63.439903,-4.189334,168.82759,1
65.426025,-0.6181508,159.45569,1
69.2486,-4.3691373,167.46365,1
68.94568,-6.6326623,157.4905,1
63.753822,-5.982505,165.83305,1
73.629196,-8.691803,166.3365,2
64.4693,-2.4175494,164.76575,1
64.1323,-2.7872367,160.20302,1
64.75154,-4.6123447,167.42607,1
67.53434,-1.7974362,164.35692,1
64.47137,-0.8959404,162.16997,1
57.65125,1.8683051,163.78467,1
54.101997,2.0151677,150.02763,1
63.37641,-5.153554,169.44525,1
67.99148,-2.4599795,166.26,1
59.51265,-0.8467832,168.0698,1
53.659573,2.1258667,166.47443,1
60.93824,-3.4304004,161.40335,1
64.25435,-1.5738184,168.1712,1
67.140854,-2.463997,167.8695,1
51.19945,-5.277648,171.67732,5
63.11473,-3.7633662,166.58084,1
58.072052,1.1932783,160.21686,1
56.0202,-3.5832784,163.5907,1
63.037376,-0.9003872,162.08138,1
60.6011,-4.4266577,171.94537,5
61.02657,-0.7911371,170.18018,5
69.17441,-9.525774,166.93658,1
62.501774,-1.6427124,161.28247,1
55.49298,2.4450655,159.47534,1
61.760536,-0.5629247,154.79254,1
66.73935,-3.043939,163.0817,1
67.65986,-3.5169277,167.11029,1
67.741585,-3.2880797,153.86574,1
62.569412,0.6793618,153.82997,1
50.580822,2.8257122,158.39912,1
48.256355,4.0341187,156.29884,16
70.6028,-5.3685164,161.15526,2
62.963367,-5.1406927,154.43816,1
63.26555,-7.2027564,165.09453,1
67.473724,-0.7821853,147.76813,3
67.46758,-3.1904316,157.73643,1
61.087456,4.182162,156.91034,1
49.390625,-6.9910426,165.27249,16
52.96966,3.359102,161.06636,1
71.72589,-5.9639573,157.3125,2
59.375225,1.1964054,161.52783,1
67.60963,-5.073871,152.48276,1
63.10175,-0.40046033,165.96869,1
50.43838,-4.50611,164.38536,1
63.429775,-1.0102979,155.17027,1
61.709045,-0.9840384,161.08812,1
63.912918,-0.41272217,160.69128,1
61.46971,0.48475796,153.76685,1
67.80032,-1.8339283,152.96075,1
60.34544,-1.635026,156.1532,1
60.984695,0.10529189,155.82368,1
61.528366,-0.36504868,151.81891,1
58.697952,2.2961898,155.31831,1
66.84394,-3.3898153,161.58371,1
61.29249,1.7471122,148.91006,3
61.590252,-0.15696791,158.07788,1
58.430443,-0.75122064,147.31546,3
58.47572,0.110955276,158.44011,1
67.47564,-0.7976764,153.49622,1
65.5414,0.3053303,158.10965,1
69.57607,0.31759965,158.2417,1
65.964355,-4.7623487,161.46385,1
62.150093,-2.0810297,151.80733,1
68.74254,-6.684743,152.26746,1
52.82791,-44.618835,157.68231,14
56.714317,-7.933741,168.9043,1
65.70636,-2.335795,151.02267,1
67.238045,-2.1762488,152.73195,1
73.94371,-7.56038,156.41013,2
64.35358,0.0933229,150.79604,1
65.97162,-3.492456,144.9656,3
70.92512,-5.87761,151.43439,2
69.21922,-4.1211405,159.58258,1
61.372,2.6450043,145.59882,3
41.799072,-7.958146,150.00648,16
69.59891,-4.8897524,152.82869,1
74.68514,-11.051819,153.56029,6
61.25435,-1.2172325,146.87462,3
67.43211,-4.1216693,160.85571,1
64.118416,-3.2563164,147.1468,3
75.77052,-8.6095705,155.63278,2
69.99745,-4.077142,151.51965,1
69.807915,-6.0750637,152.0331,1
68.68478,-4.918868,166.79176,1
66.65561,-1.6304972,152.50603,1
65.23269,-3.0598025,150.95113,1
66.69361,-4.3884234,151.12392,1
69.28344,-3.3894506,154.5052,1
63.89956,-1.7387187,158.37071,1
72.3784,-10.862717,145.56665,12
64.30475,-12.042292,161.62476,9
72.392,-8.8707285,144.8189,4
62.772346,2.9479194,151.44029,1
61.30955,1.1567545,147.7017,3
63.359104,-0.4239553,147.20071,3
73.40586,-7.3746066,151.41705,2
80.37442,-20.344173,154.36868,6
68.249504,-2.5293765,151.08731,1
66.85914,-1.7896259,153.08801,1
76.20323,-11.00554,148.3352,12
75.379234,-10.690939,159.24379,6
71.2642,-3.8086777,152.36127,2
76.577095,-12.295803,149.09308,12
67.644646,-4.6793895,140.34694,3
73.36284,-7.212532,147.66495,4
77.23947,-13.83052,152.31992,6
34.78099,-71.703476,158.98143,20
73.36393,-9.997825,150.6566,2
70.474556,-6.7470865,150.67393,2
68.08431,-6.9265766,153.73552,1
75.666664,-8.362443,160.55869,2
76.91422,-11.228232,149.3303,12
70.18309,-9.12049,163.17755,2
71.502304,-5.821747,148.72983,4
72.48405,-8.863965,152.08234,2
76.061,-9.05264,163.01695,2
74.05652,-7.3805037,158.49283,2
72.72684,-5.8849497,150.73239,2
69.86598,-5.4641604,160.96628,1
74.62048,-11.673664,163.35516,6
73.66659,-12.9053,158.48035,6
73.55614,-12.651162,154.91328,6
73.41566,-9.715303,155.46802,2
72.96976,-8.838575,154.01073,2
76.521805,-12.934929,157.91682,6
66.07295,-4.5684175,141.7388,3
67.074394,-4.84543,154.4957,1
70.589096,-4.6832995,163.35129,2
81.503784,-19.825745,152.24289,6
72.35945,-5.3838835,157.25989,2
79.086395,-13.875387,151.04373,6
75.858925,-26.95648,155.22974,6
71.93421,-8.700813,150.01146,2
71.238434,-7.1626115,156.51132,2
84.07986,-25.997274,148.68341,12
69.62217,-7.009892,149.19751,3
75.032104,-9.523649,159.23357,2
73.95705,-11.526965,167.79944,6
78.811424,-17.250593,164.10971,6
77.89588,-13.936083,153.18091,6
68.233986,-5.8698196,152.12698,1
75.06682,-9.083015,160.53993,2
74.446686,-6.0507703,159.41974,2
78.49309,-10.426294,159.3076,6
73.35599,-10.265026,160.09064,6
79.68166,-18.423107,162.18204,6
78.93651,-16.09606,152.99213,6
83.57333,-27.490416,157.52275,6
78.071495,-8.248127,159.05904,2
74.37862,-12.044445,168.11089,6
75.5835,-8.685387,162.0697,2
75.52856,-12.785001,162.17928,6
82.86727,-17.531925,153.68776,6
70.04521,-6.996117,159.9881,2
55.0953,-9.321807,168.07906,1
77.15447,-11.752309,161.68257,6
72.55061,-10.820664,159.827,6
76.421326,-12.849064,164.83284,6
75.7715,-14.531588,168.94946,6
80.1577,-23.676846,169.29086,6
74.01022,-10.153259,166.11177,6
83.4369,-21.66138,159.10333,6
76.941124,-14.519559,154.66376,6
77.22153,-11.73012,167.80017,6
70.27695,-12.217535,168.17888,6
74.11499,-14.1387,167.99301,6
78.24647,-18.709602,165.22879,6
77.32082,-7.8461084,166.87329,2
66.53915,-2.1927443,160.33823,1
74.30166,-12.831975,169.44765,6
77.88573,-16.481226,166.7795,6
75.50721,-17.123138,168.00168,6
78.128296,-14.364463,160.28976,6
77.5145,-15.108278,163.2762,6
71.68214,-10.71484,169.38689,6
70.98698,-6.1627574,160.6151,2
77.061554,-9.273311,160.59567,2
67.753914,-9.465692,164.11179,1
72.170784,-10.540522,156.52504,6
72.39655,-10.843897,160.68756,6
67.754715,-3.6414492,160.79828,1
82.123634,-18.896381,152.49963,6
76.62324,-13.760073,161.60828,6
70.777084,-10.789461,166.11682,6
78.45549,-12.003098,168.00017,6
76.8605,-19.774939,170.443,7
68.226006,-5.123697,168.61346,1
65.52569,-2.9812024,154.71298,1
63.218616,-6.0765815,173.59438,5
71.025665,-8.813215,170.47464,8
66.67554,-5.563786,170.53055,5
76.681595,-14.526696,165.14609,6
73.583275,-5.9780006,158.2146,2
65.29324,-6.784992,169.32138,1
71.100266,-10.840507,172.31291,7
69.78667,-0.92549145,153.12985,1
66.10692,-3.1037865,167.16553,1
77.44417,-9.074908,148.13405,4
73.435265,-12.504385,171.7132,7
64.92243,-6.841858,169.47923,1
63.987053,-5.019443,172.18062,5
73.057915,-7.184171,165.51852,2
68.545334,-6.900511,166.5936,1
66.271576,-7.841835,171.9801,5
76.273186,-12.915526,167.83963,6
51.514057,-57.26078,152.72966,21
63.81626,-6.2243567,176.54008,5
70.710236,-10.2643,170.01822,7
54.27426,-30.28637,186.84332,22
70.41086,-8.753809,167.43451,2
66.76338,-5.067062,165.10664,1
70.6787,-8.189232,165.13779,2
68.79892,-9.870137,172.31354,5
62.84948,-4.655397,176.83905,5
63.747414,-13.407272,178.73697,19
73.67105,-9.801037,172.09448,8
71.63016,-6.9622517,168.86646,2
73.84612,-13.171371,172.40677,7
63.480515,-4.2153144,171.86633,5
65.89805,-5.4626074,162.714,1
65.22296,-4.292023,169.9856,1
67.78452,-3.5326648,166.60284,1
73.67065,-12.324666,169.86678,6
71.51825,-7.6056967,171.50677,8
66.30591,-1.9827454,162.38315,1
57.62663,4.1790047,159.69113,1
69.8571,-9.2148075,173.84567,5
78.56568,-15.272749,170.70953,7
61.688644,-3.2062554,169.3635,1
59.075455,0.7167671,166.66187,1
66.692665,-6.4878464,170.33485,5
67.02397,-5.820491,170.64897,5
58.635704,-2.7735243,174.49846,5
70.87461,-11.318532,168.56981,6
61.7586,-2.6293805,172.43472,5
66.15304,-5.049653,167.61594,1
65.62138,-3.6135051,167.28789,1
67.44088,-7.1379576,172.79886,5
65.24552,-1.9797344,164.9342,1
61.74211,-3.5279572,172.89604,5
61.59168,-2.1012042,166.83398,1
63.606453,-2.5154004,172.58597,5
67.36953,-3.8756106,169.19327,1
70.008156,-6.76956,169.32477,2
56.691772,-2.3517075,170.25957,5
74.89942,-7.185421,161.36234,2
67.64385,-5.6328483,167.74644,1
80.28907,-21.16238,163.66615,6
63.141754,2.523199,168.1676,1
61.677135,-3.5167196,173.64409,5
58.872597,1.7938776,163.28198,1
63.523552,-1.6843874,169.30101,1
54.53703,-2.4140425,164.63333,1
68.1905,-8.13964,170.20819,5
64.005844,-3.3665347,165.6033,1
57.454597,-2.5378008,163.80165,1
59.6863,-1.6705586,157.87149,1
52.65892,-0.987108,161.10358,1
54.99681,0.9330802,164.03787,1
53.76127,-0.17906424,168.50395,1
60.45054,-2.6695762,169.82181,1
60.56636,-2.2497983,167.8009,1
58.9596,-0.61372477,163.37679,1
56.428047,2.958708,159.60158,1
69.93908,-5.5633206,161.21153,1
56.49057,-0.79100585,161.71735,1
52.767166,0.24532788,153.46332,1
60.478443,-1.6434491,165.67029,1
61.319088,0.4262275,166.32979,1
57.794456,-1.0833044,167.9551,1
59.954037,2.540636,161.87544,1
45.92594,3.0925603,152.84772,16
56.658974,2.8315997,162.76111,1
53.635796,4.150763,159.17676,1
61.800636,-4.680477,160.97192,1
58.44179,2.6813817,155.74622,1
50.000004,1.0304005,166.91403,1
20.562212,-44.876457,160.9411,18
58.89429,1.4439834,161.44733,1
56.994648,0.49990952,164.61961,1
50.87746,-0.5894849,173.45175,5
63.496315,-1.6103184,165.76129,1
60.48873,0.24802724,161.57977,1
62.574497,0.108090706,162.46298,1
58.95386,-1.7218943,169.81223,1
60.770603,1.4060979,160.03598,1
48.92389,2.9328284,160.70589,16
60.28934,-0.77906406,162.30981,1
63.3757,-1.8549893,160.80814,1
49.520157,0.9994247,156.50339,16
59.978313,0.967151,157.51462,1
59.69872,1.569633,154.10338,1
65.83167,-3.016296,162.4884,1
52.68943,5.980273,162.58705,1
57.60266,0.39751026,153.82219,1
58.81989,0.8176788,154.77762,1
57.01376,3.1192782,162.44711,1
61.39973,0.052667838,156.40738,1
68.44573,-4.1384044,152.29211,1
62.652645,-0.8568919,157.92653,1
60.33472,-1.6886213,161.34737,1
46.620785,2.7055404,158.30145,16
61.708164,1.75856,154.73502,1
61.018745,1.4754142,147.77098,3
55.733963,1.0471107,153.70045,1
58.448982,-0.57460815,157.22563,1
65.567276,-2.8879437,153.28677,1
51.861107,2.7519739,152.50853,1
60.522377,2.150744,154.21187,1
54.083168,3.4649057,145.85085,3
65.62779,-1.9267905,147.73895,3
65.07958,-3.1048102,163.16849,1
57.90762,5.6288295,154.43785,1
62.304977,0.9572724,160.95961,1
62.309338,-2.2163353,159.72328,1
67.16989,-0.2115081,145.65936,3
55.093822,5.108233,153.16852,1
64.309525,-7.350388,141.2554,3
63.419395,-4.088072,147.69519,3
64.4941,-2.3288498,150.24321,1
60.129623,4.1221232,149.04517,3
58.055733,-1.386324,148.2472,3
58.958355,2.0419734,151.95982,1
62.0726,-5.1506834,162.7467,1
59.57428,2.5767696,145.97641,3
53.43201,1.5029513,146.5368,3
62.190422,0.35413247,145.11522,3
70.61731,-4.7939587,153.36305,2
57.544373,1.1210885,155.26328,1
60.057735,2.1148226,150.57764,1
66.29721,-0.1925196,155.06839,1
56.75362,1.9017613,145.05083,3
69.22688,-2.691755,150.74239,1
57.95692,0.88164514,153.98639,1
56.607628,0.86018157,155.55484,1
62.152313,-0.78003997,157.56215,1
61.4125,-2.0333095,144.3524,3
54.458298,2.198312,155.58546,1
65.3333,-2.8776357,145.05801,3
65.51862,-3.6398003,151.89044,1
68.743515,-2.9801993,149.62476,3
68.53949,-4.553804,148.25586,3
46.92873,2.4274538,144.66516,17
69.188354,-6.6806536,146.5757,3
61.97734,-3.2055588,148.93262,3
68.00312,-0.38705683,157.46204,1
61.76552,0.86024994,149.03986,3
75.1971,-8.861305,143.00204,4
63.69988,-1.498728,163.99474,1
66.19593,-0.01107306,157.0193,1
61.220688,-4.9606853,147.09811,3
68.068756,-4.7684965,147.57835,3
69.39939,-5.408526,154.41174,1
67.170944,-2.6159933,148.2527,3
70.08539,-4.891883,147.61266,4
75.30175,-11.482781,154.19649,6
67.96088,-9.040463,154.14824,1
63.470978,-3.6782322,143.55887,3
70.27411,-6.384887,151.29575,2
66.278366,-1.2818136,161.28671,1
64.23135,-1.0880365,144.47852,3
76.18516,-11.554453,148.91743,12
70.25461,-6.7387466,149.28296,4
62.452145,-2.4444892,145.12552,3
67.91328,-0.7503506,153.78873,1
71.53495,-6.9688883,152.07187,2
68.36747,-6.176071,147.57437,3
66.04325,-9.973606,148.43217,3
64.32305,-2.6926146,148.41885,3
68.33185,-7.4548073,149.07562,3
75.360245,-9.170624,151.37317,2
73.11402,-8.904867,145.23927,4
71.67848,-7.478883,150.51117,2
